handleId,fieldType,name,description,productImageUrl,collection,sku,ribbon,price,surcharge,visible,discountMode,discountValue,inventory,weight,cost,productOptionName1,productOptionType1,productOptionDescription1,productOptionName2,productOptionType2,productOptionDescription2,productOptionName3,productOptionType3,productOptionDescription3,productOptionName4,productOptionType4,productOptionDescription4,productOptionName5,productOptionType5,productOptionDescription5,productOptionName6,productOptionType6,productOptionDescription6,additionalInfoTitle1,additionalInfoDescription1,additionalInfoTitle2,additionalInfoDescription2,additionalInfoTitle3,additionalInfoDescription3,additionalInfoTitle4,additionalInfoDescription4,additionalInfoTitle5,additionalInfoDescription5,additionalInfoTitle6,additionalInfoDescription6,customTextField1,customTextCharLimit1,customTextMandatory1,customTextField2,customTextCharLimit2,customTextMandatory2,brand
Product_5478,Product,The Greatest Stories From The Quran (HB),"Bring Quran Stories to Life for Your Kids! 30 action-packed Quran stories cover the periods from the Creation of the Prophet Adam to the devastating floods of the Prophet Nuh, from the days of cruelty of Firawn to the times of the Prophet Musa, form the days of the Prophet Isa to the advent of the Prophet Muhammad. Each one of these stories is short enough to finish in one sitting. Use The Greatest Stories from the Quran in the classroom or at home, at bedtime or at any other time.�",52b5c8_7a48ca962cc84d4c821f083a9dd086a8~mv2.jpg,Islamic,9788178983455,,45.0,,true,PERCENT,0.0,41,,,,,,,,,,,,,,,,,,,,,Publisher,GOOD WORD BOOKS,Author,Saniyasnain Khan,Language,English,,,,,,,,,,,,,
Product_5479,Product,The Sleepers In The Cave (PB),The Sleepers in the Cave is a beautifully illustrated and creatively written story about the Seven Sleepers from Qur'an. It will capture the interest of children both at home and in the classroom.,52b5c8_46557316f26a48efbdc74d56989879a3~mv2.jpg,Islamic,9788178981031,,10.0,,true,PERCENT,0.0,11,,,,,,,,,,,,,,,,,,,,,Publisher,GOOD WORD BOOKS,Author,Saniyasnain Khan,Language,English,,,,,,,,,,,,,
Product_5480,Product,The Story Of Two Garden (PB),The Story of Two Gardens is a beautifully illustrated and creatively written story about the Owner of Two Gardens. It will capture the interest of children both at home and in the classroom.,52b5c8_2779753a893644d2ac89d02ce96a024b~mv2.jpg,Islamic,9788178981161,,10.0,,true,PERCENT,0.0,4,,,,,,,,,,,,,,,,,,,,,Publisher,GOOD WORD BOOKS,Author,Saniyasnain Khan,Language,English,,,,,,,,,,,,,
Product_5481,Product,Fun To Color -The Story Of PH Dawud & Sulayman,Quran Story Mazes the Story of the Prophet Dawud and Fun to Color and Do,52b5c8_3a8540e516e9444788f36e96abf017b0~mv2.jpg,Islamic,9788178981529,,10.0,,true,PERCENT,0.0,3,,,,,,,,,,,,,,,,,,,,,Publisher,GOOD WORD BOOKS,Author,Saniyasnain Khan,Language,English,,,,,,,,,,,,,
Product_5483,Product,The Old Man's Prayer PB,The Old Man's Prayer is a beautifully illustrated and creatively written story about the Prophet Zakariyya . It will capture the interest of children both at home and in the classroom.,52b5c8_68e56b8aa32147f2a2b37642b5905653~mv2.jpg,Islamic,9788178981697,,10.0,,true,PERCENT,0.0,91,,,,,,,,,,,,,,,,,,,,,Publisher,GOOD WORD BOOKS,Author,Saniyasnain Khan,Language,English,,,,,,,,,,,,,
Product_5484,Product,My Quran stories for little hearts gift box 3,My Quran Stories for Little Hearts Gift: Box 3,52b5c8_f5a90d2c69d24abdb23d9e9f9ba3267a~mv2.jpg,Islamic,9788178981833,,50.0,,true,PERCENT,0.0,16,,,,,,,,,,,,,,,,,,,,,Publisher,GOOD WORD BOOKS,Author,Saniyasnain Khan,Language,English,,,,,,,,,,,,,
Product_5485,Product,My Yemani Village PB,"<p>Dear Children: This book is for you. In it, Abd al-Nur, a boy from Yemen, will introduce you to the traditional culture of his beautiful mountain village. You will learn many new and interesting things about his life and the history of his very ancient country.</p>",52b5c8_e1131c0cef634680a9fad4d067f859d6~mv2.jpg,Islamic,9788178981963,,5.0,,true,PERCENT,0.0,14,,,,,,,,,,,,,,,,,,,,,Publisher,GOOD WORD BOOKS,Author,Luqman Nagi,Language,English,,,,,,,,,,,,,
Product_5486,Product,My Salat Fun Book,Islamic Fun Books are designed to help children learn more about Islam in a creative and interesting manner. The books contain imaginative and interesting activities and illustrations to attract the attention of young children,52b5c8_0273f255ef014c0b9c56a2cd0c023a83~mv2.jpg,Islamic,9788178982380,,10.0,,true,PERCENT,0.0,13,,,,,,,,,,,,,,,,,,,,,Publisher,GOOD WORD BOOKS,Author,Tahera Kassamali,Language,English,,,,,,,,,,,,,
Product_5487,Product,My Ramadan Fun Book,"Make this Ramadan unforgettable with the My Ramadan Fun Book, a must-have for inspiring little Muslim minds. This wonderful Islamic fun book is thoughtfully designed to help children learn more about Islamic beliefs and practices in a creative and interesting manner, making it an excellent resource for parents and teachers. It utilizes imaginative activities and captivating illustrations specifically designed to attract and hold the attention of young children today.",52b5c8_b79b47777eaa49d6ba59a62ae837550b~mv2.jpg,Islamic,9788178982526,,10.0,,true,PERCENT,0.0,46,,,,,,,,,,,,,,,,,,,,,Publisher,GOOD WORD BOOKS,Author,Tahera Kassamali,Language,English,,,,,,,,,,,,,
Product_5488,Product,My Quran Work Book,"<p>Make learning about faith a joyful family moment with the My Holy Quran Workbook, the perfect Islamic fun book for curious young minds. This vibrant resource is skillfully designed to help your children discover the beauty of Islam in a creative and highly engaging manner. It features imaginative and interesting activities combined with bright illustrations specifically crafted to capture and hold the attention of young children, making the lessons stick and building a strong foundation of faith through play.</p>",52b5c8_ff61bde11bcc4609bc5d7fc5d99ad56b~mv2.jpg,Islamic,9788178982557,,10.0,,true,PERCENT,0.0,82,,,,,,,,,,,,,,,,,,,,,Publisher,GOOD WORD BOOKS,Author,Tahera Kassamali,Language,English,,,,,,,,,,,,,
Product_5489,Product,The Importance of Patiance in the Quran,"<p>The Quran defines patience as one of the paths that lead people from darkness to light and as an attribute of morality that is superior to, wide-ranging, and very different from the daily behaviour of many people. True patience is a moral characteristic displayed in the face of difficulty and in every moment of life. Moreover, it requires the demonstration of determination and consistency during times of ease and hardship, and is a lifelong endeavour that never goes astray, even for a moment.Allah gives the most striking examples of patience in the lives of the Prophets, because they showed patience while teaching Allahs religion and leading a moral life. They never deviated from their devotion to Allah, and were patient people who sought only Allahs approval.This book will define this high moral virtue taught by the Quran and invite people to acquire true patience. Inaccurate understandings of patience will be explained along with the kind of patience Allah requires, how Allah may test people so that they can acquire a more perfect patience, and the great return Allah promises to those who exhibit great patience.</p>",52b5c8_7cb771dfb1b947379ff8b3df2dc7b4ac~mv2.jpg,Islamic,9788178982922,,25.0,,true,PERCENT,0.0,13,,,,,,,,,,,,,,,,,,,,,Publisher,GOOD WORD BOOKS,Author,Harun Yahya,Language,English,,,,,,,,,,,,,
Product_5490,Product,A-Z Ready For Reference Quran,"The Quran, the fountainhead of knowledge, is read by millions of people throughout the world. Those who want to savoir its original heavenly flavor read the Quran in Arabic. Nevertheless, the need for a reference book on the Quran is felt by many of its readers. This ready Reference of the Quran, based on the translation of Abdullah Yusuf Ali, is a humble attempt to help those who are committed to studying the Quran and understanding its meaning and message. It presents an exhaustive list of all the important words used in the translation of the Quran with its accompanying verses. This book endeavors to make the reading of and reference to the Quran easy and accessible for everyone.",52b5c8_c0adb3a6e8c64a5695d885fa273f5a31~mv2.jpg,Islamic,9788178983356,,40.0,,true,PERCENT,0.0,31,,,,,,,,,,,,,,,,,,,,,Publisher,GOOD WORD BOOKS,Author,Mohammad Imran Erfani,Language,English,,,,,,,,,,,,,
