handleId,fieldType,name,description,productImageUrl,collection,sku,ribbon,price,surcharge,visible,discountMode,discountValue,inventory,weight,cost,productOptionName1,productOptionType1,productOptionDescription1,productOptionName2,productOptionType2,productOptionDescription2,productOptionName3,productOptionType3,productOptionDescription3,productOptionName4,productOptionType4,productOptionDescription4,productOptionName5,productOptionType5,productOptionDescription5,productOptionName6,productOptionType6,productOptionDescription6,additionalInfoTitle1,additionalInfoDescription1,additionalInfoTitle2,additionalInfoDescription2,additionalInfoTitle3,additionalInfoDescription3,additionalInfoTitle4,additionalInfoDescription4,additionalInfoTitle5,additionalInfoDescription5,additionalInfoTitle6,additionalInfoDescription6,customTextField1,customTextCharLimit1,customTextMandatory1,customTextField2,customTextCharLimit2,customTextMandatory2,brand
Product_5112,Product,Smart Start Work Book - ABC Capital Letters,"The SMART START WORKBOOK TRACE AND WRITE NUMBERS is a pre-writing workbook for young children, typically ages 3-5, designed to build foundational skills in recognizing and writing numbers",f18b65_28ee7a5e622547a684ad7a7cb68f0dcc~mv2.jpg,Islamic,9789675298929,,10.0,,true,PERCENT,0.0,100,,,,,,,,,,,,,,,,,,,,,Publisher,EDUKID DISTRIBUTORS SDN BHD,Author,EDUKID DISTRIBUTORS SDN BHD,Language,English,,,,,,,,,,,,,
Product_5113,Product,Smart Start Work Book - Trace & Write Numbers,"The SMART START WORKBOOK TRACE AND WRITE NUMBERS is a pre-writing workbook for young children, typically ages 3-5, designed to build foundational skills in recognizing and writing numbers",f18b65_73a92b17722347a5ae67ea290a4679e1~mv2.jpg,Islamic,9789675298936,,10.0,,true,PERCENT,0.0,100,,,,,,,,,,,,,,,,,,,,,Publisher,EDUKID DISTRIBUTORS SDN BHD,Author,EDUKID DISTRIBUTORS SDN BHD,Language,English,,,,,,,,,,,,,
Product_5114,Product,Smart Start Work Book - Trace & Write Patterns,The Smart start workbook trace and write will help little learners grow their writing skills.,f18b65_d928996c57a04a7580b04b10193de200~mv2.jpg,Islamic,9789675298943,,10.0,,true,PERCENT,0.0,100,,,,,,,,,,,,,,,,,,,,,Publisher,EDUKID DISTRIBUTORS SDN BHD,Author,EDUKID DISTRIBUTORS SDN BHD,Language,English,,,,,,,,,,,,,
Product_5115,Product,Maths Genius Act- Addition & Subtraction With in 10,Ready to have some fun with numbers. This book is packed with exciting excercises to help you practise addition and subtraction.,f18b65_159d44cc3186452fb72bd15622cfc82e~mv2.jpg,Islamic,9555832904862,,15.0,,true,PERCENT,0.0,100,,,,,,,,,,,,,,,,,,,,,Publisher,EDUKID DISTRIBUTORS SDN BHD,Author,EDUKID DISTRIBUTORS SDN BHD,Language,English,,,,,,,,,,,,,
Product_5116,Product,Maths Genius Act- Addition & Subtraction With in 20,Ready to have some fun with numbers. This book is packed with exciting excercises to help you practise addition and subtraction.,f18b65_5f3da043026a442598889586c6ad7a60~mv2.jpg,Islamic,9555832904879,,15.0,,true,PERCENT,0.0,100,,,,,,,,,,,,,,,,,,,,,Publisher,EDUKID DISTRIBUTORS SDN BHD,Author,EDUKID DISTRIBUTORS SDN BHD,Language,English,,,,,,,,,,,,,
Product_5117,Product,Maths Genius Act- Addition & Subtraction With in 50,Ready to have some fun with numbers. This book is packed with exciting excercises to help you practise addition and subtraction.,f18b65_11598b4fdf3d483286fa68d83eb3006f~mv2.jpg,Islamic,9555832904886,,15.0,,true,PERCENT,0.0,22,,,,,,,,,,,,,,,,,,,,,Publisher,EDUKID DISTRIBUTORS SDN BHD,Author,EDUKID DISTRIBUTORS SDN BHD,Language,English,,,,,,,,,,,,,
Product_5118,Product,Maths Genius Act- Addition & Subtraction With in 100,Ready to have some fun with numbers. This book is packed with exciting excercises to help you practise addition and subtraction.,f18b65_802f80a97274457cba451b9ec7c58400~mv2.jpg,Islamic,9555832904893,,15.0,,true,PERCENT,0.0,16,,,,,,,,,,,,,,,,,,,,,Publisher,EDUKID DISTRIBUTORS SDN BHD,Author,EDUKID DISTRIBUTORS SDN BHD,Language,English,,,,,,,,,,,,,
Product_5119,Product,Ultimate Brain Games - Brain Teasers,A Set of 6 Ultimate Brain Games will take children on a roller-coaster ride of learning,52b5c8_d66cd5464c7048b29fefe3dcd24ebcd6~mv2.jpg,Islamic,9789673645756,,15.0,,true,PERCENT,0.0,24,,,,,,,,,,,,,,,,,,,,,Publisher,EDUKID DISTRIBUTORS SDN BHD,Author,EDUKID DISTRIBUTORS SDN BHD,Language,English,,,,,,,,,,,,,
Product_5120,Product,Ultimate Brain Games - Maths Games,A Set of 6 Ultimate Brain Games will take children on a roller-coaster ride of learning,f18b65_4b2d4e94f6574c268b353c3aa6105f55~mv2.jpg,Islamic,9789673645763,,15.0,,true,PERCENT,0.0,27,,,,,,,,,,,,,,,,,,,,,Publisher,EDUKID DISTRIBUTORS SDN BHD,Author,EDUKID DISTRIBUTORS SDN BHD,Language,English,,,,,,,,,,,,,
Product_5121,Product,Ultimate Brain Games - Puzzle & logical Reasoning,A Set of 6 Ultimate Brain Games will take children on a roller-coaster ride of learning,f18b65_16970c48c65646cfbe046addc38d0477~mv2.jpg,Islamic,9789673645770,,15.0,,true,PERCENT,0.0,16,,,,,,,,,,,,,,,,,,,,,Publisher,EDUKID DISTRIBUTORS SDN BHD,Author,EDUKID DISTRIBUTORS SDN BHD,Language,English,,,,,,,,,,,,,
Product_5122,Product,Ultimate Brain Games - Crossword & Word Games,A Set of 6 Ultimate Brain Games will take children on a roller-coaster ride of learning,f18b65_baaa5d843354460db9a646d9865a9358~mv2.jpg,Islamic,9789673645787,,15.0,,true,PERCENT,0.0,16,,,,,,,,,,,,,,,,,,,,,Publisher,EDUKID DISTRIBUTORS SDN BHD,Author,EDUKID DISTRIBUTORS SDN BHD,Language,English,,,,,,,,,,,,,
Product_5123,Product,Ultimate Brain Games - Travel Puzzles,A Set of 6 Ultimate Brain Games will take children on a roller-coaster ride of learning,f18b65_d817f08c71214a55ba385bc6ac6da44c~mv2.jpg,Islamic,9789673645794,,15.0,,true,PERCENT,0.0,100,,,,,,,,,,,,,,,,,,,,,Publisher,EDUKID DISTRIBUTORS SDN BHD,Author,EDUKID DISTRIBUTORS SDN BHD,Language,English,,,,,,,,,,,,,
Product_5124,Product,Ultimate Brain Games - Time Table Twister,A Set of 6 Ultimate Brain Games will take children on a roller-coaster ride of learning,f18b65_99c8e4c690e74b55b3c3a9d55957814c~mv2.jpg,Islamic,9555832907382,,15.0,,true,PERCENT,0.0,100,,,,,,,,,,,,,,,,,,,,,Publisher,EDUKID DISTRIBUTORS SDN BHD,Author,EDUKID DISTRIBUTORS SDN BHD,Language,English,,,,,,,,,,,,,
Product_5125,Product,Mega Ultimate Brain Games Word Search,Wordsearch has been designed to enhance the linguistic skills of young minds and to empower them to solve puzzles.,52b5c8_9d356d77b1bb4b729608183dea093994~mv2.jpg,Islamic,9555832907474,,15.0,,true,PERCENT,0.0,100,,,,,,,,,,,,,,,,,,,,,Publisher,EDUKID DISTRIBUTORS SDN BHD,Author,EDUKID DISTRIBUTORS SDN BHD,Language,English,,,,,,,,,,,,,
Product_5126,Product,Ultra Ultimate Brain Games Word Search,Wordsearch has been designed to enhance the linguistic skills of young minds and to empower them to solve puzzles.,f18b65_7e9f343cf08b47f5b4b34ab28b7274ff~mv2.jpg,Islamic,9555832907481,,15.0,,true,PERCENT,0.0,13,,,,,,,,,,,,,,,,,,,,,Publisher,EDUKID DISTRIBUTORS SDN BHD,Author,EDUKID DISTRIBUTORS SDN BHD,Language,English,,,,,,,,,,,,,
Product_5127,Product,Power Ultimate Brain Games Word Search,Wordsearch has been designed to enhance the linguistic skills of young minds and to empower them to solve puzzles.,f18b65_417cc206efb942438c2b9f8c326ea748~mv2.jpg,Islamic,9555832907498,,15.0,,true,PERCENT,0.0,32,,,,,,,,,,,,,,,,,,,,,Publisher,EDUKID DISTRIBUTORS SDN BHD,Author,EDUKID DISTRIBUTORS SDN BHD,Language,English,,,,,,,,,,,,,
Product_5128,Product,Turbo Ultimate Brain Games Word Search,Wordsearch has been designed to enhance the linguistic skills of young minds and to empower them to solve puzzles.,f18b65_0eb4fd0a921e4e0f95091d15d37ea5b6~mv2.jpg,Islamic,9555832907504,,15.0,,true,PERCENT,0.0,100,,,,,,,,,,,,,,,,,,,,,Publisher,EDUKID DISTRIBUTORS SDN BHD,Author,EDUKID DISTRIBUTORS SDN BHD,Language,English,,,,,,,,,,,,,
Product_5129,Product,Graded Phonics Readers (12T),This series use frequently met sounds and word patterns in the English language as a starting point to learn how to read successfully and confidently.,f18b65_e6b79f57c4584a7d9746828911a6cdf2~mv2.jpg,Islamic,9789673420810,,55.0,,true,PERCENT,0.0,100,,,,,,,,,,,,,,,,,,,,,Publisher,EDUKID DISTRIBUTORS SDN BHD,Author,EDUKID DISTRIBUTORS SDN BHD,Language,English,,,,,,,,,,,,,
Product_5130,Product,Genius Flash Card - 1001 Phonics,"128 double-sided,colourful cards to help you master sounds and letters",f18b65_9ad516730825464a9f5861f073c05fee~mv2.jpg,Islamic,9555832905876,,55.0,,true,PERCENT,0.0,5,,,,,,,,,,,,,,,,,,,,,Publisher,EDUKID DISTRIBUTORS SDN BHD,Author,EDUKID DISTRIBUTORS SDN BHD,Language,English,,,,,,,,,,,,,
Product_5131,Product,The Amazing Animal Series FR Quran - Butterfly,"This series brings together stories of animals mentioned in the quran,eac filled with wisdom and lessons.",f18b65_2fd3e33fcabe4505b2d979d73e4d539c~mv2.jpeg,Islamic,9555832906446,,20.0,,true,PERCENT,0.0,100,,,,,,,,,,,,,,,,,,,,,Publisher,EDUKID DISTRIBUTORS SDN BHD,Author,EDUKID DISTRIBUTORS SDN BHD,Language,English,,,,,,,,,,,,,
Product_5132,Product,The Amazing Animal Series FR Quran - Deer,"This Series brings together stories of animals mentioned in the quran,each filled with wisdom and lessons.",f18b65_ba6b1c7c47c34594a4fe3e1a12a67a37~mv2.jpeg,Islamic,9555832906453,,20.0,,true,PERCENT,0.0,100,,,,,,,,,,,,,,,,,,,,,Publisher,EDUKID DISTRIBUTORS SDN BHD,Author,EDUKID DISTRIBUTORS SDN BHD,Language,English,,,,,,,,,,,,,
Product_5133,Product,The Amazing Animal Series FR Quran - Goose,"This Series brings together stories of animals mentioned in the quran,each filled with wisdom and lessons.",52b5c8_91159f01aece4751b7bd394f20848275~mv2.jpeg,Islamic,9555832906460,,20.0,,true,PERCENT,0.0,100,,,,,,,,,,,,,,,,,,,,,Publisher,EDUKID DISTRIBUTORS SDN BHD,Author,EDUKID DISTRIBUTORS SDN BHD,Language,English,,,,,,,,,,,,,
Product_5134,Product,The Amazing Animal Series FR Quran - Giraffe,"This Series brings together stories of animals mentioned in the quran,each filled with wisdom and lessons.",f18b65_966743becac34f00ad3f287d45fb6957~mv2.jpeg,Islamic,9555832906477,,20.0,,true,PERCENT,0.0,100,,,,,,,,,,,,,,,,,,,,,Publisher,EDUKID DISTRIBUTORS SDN BHD,Author,EDUKID DISTRIBUTORS SDN BHD,Language,English,,,,,,,,,,,,,
Product_5135,Product,My Vehicle Shape Book - Lorry,How many types of trucks are there Lots and each one has a different job to do.,f18b65_d71f09379ad14d47a7809b71ce4c6750~mv2.jpg,Islamic,9555832906118,,20.0,,true,PERCENT,0.0,100,,,,,,,,,,,,,,,,,,,,,Publisher,EDUKID DISTRIBUTORS SDN BHD,Author,EDUKID DISTRIBUTORS SDN BHD,Language,English,,,,,,,,,,,,,
Product_5136,Product,My Vehicle Shape Book - Train,"there are so many kinds of trains, depending on what they carry and where they?re going",f18b65_5e48733166264f8bb123a926f56fcfa5~mv2.jpg,Islamic,9555832906125,,20.0,,true,PERCENT,0.0,100,,,,,,,,,,,,,,,,,,,,,Publisher,EDUKID DISTRIBUTORS SDN BHD,Author,EDUKID DISTRIBUTORS SDN BHD,Language,English,,,,,,,,,,,,,
Product_5137,Product,My Vehicle Shape Book - Fire Engine,"How do firefighters save people, they zoom in with their big red fire trucks, but that not all.",f18b65_8f43645404df4ac5955a172087880bca~mv2.jpg,Islamic,9555832906132,,20.0,,true,PERCENT,0.0,100,,,,,,,,,,,,,,,,,,,,,Publisher,EDUKID DISTRIBUTORS SDN BHD,Author,EDUKID DISTRIBUTORS SDN BHD,Language,English,,,,,,,,,,,,,
Product_5138,Product,My Vehicle Shape Book - Bulldozer,What kind of vehicles do you need at a construction site,f18b65_fd66c114433a46dea4fb7d175b6bb571~mv2.jpg,Islamic,9555832906149,,20.0,,true,PERCENT,0.0,100,,,,,,,,,,,,,,,,,,,,,Publisher,EDUKID DISTRIBUTORS SDN BHD,Author,EDUKID DISTRIBUTORS SDN BHD,Language,English,,,,,,,,,,,,,
Product_5139,Product,Glow Your Genius - Big Word Search Stunning,Polish your vocabulary knowledge and challenge yourself with Gllow your genius Big Word Search,f18b65_415d52c955bb4026bbf85906539d1743~mv2.jpg,Islamic,9555832905791,,10.0,,true,PERCENT,0.0,87,,,,,,,,,,,,,,,,,,,,,Publisher,EDUKID DISTRIBUTORS SDN BHD,Author,EDUKID DISTRIBUTORS SDN BHD,Language,English,,,,,,,,,,,,,
Product_5140,Product,Glow Your Genius - Big Word Search Amazing,Polish your vocabulary knowledge and challenge yourself with Gllow your genius Big Word Search,f18b65_7708bf31c6b04b878ba596cf306393e8~mv2.jpg,Islamic,9555832905807,,10.0,,true,PERCENT,0.0,100,,,,,,,,,,,,,,,,,,,,,Publisher,EDUKID DISTRIBUTORS SDN BHD,Author,EDUKID DISTRIBUTORS SDN BHD,Language,English,,,,,,,,,,,,,
Product_5141,Product,Glow Your Genius - Big Word Search Fabulous,Polish your vocabulary knowledge and challenge yourself with Gllow your genius Big Word Search,f18b65_cffb3d53c8334464b90810de3b959664~mv2.jpg,Islamic,9555832905814,,10.0,,true,PERCENT,0.0,100,,,,,,,,,,,,,,,,,,,,,Publisher,EDUKID DISTRIBUTORS SDN BHD,Author,EDUKID DISTRIBUTORS SDN BHD,Language,English,,,,,,,,,,,,,
Product_5142,Product,Glow Your Genius - Big Word Search Splendid,Polish your vocabulary knowledge and challenge yourself with Gllow your genius Big Word Search,f18b65_c3031239560746e3b8508e1d82fe7e38~mv2.jpg,Islamic,9555832905821,,10.0,,true,PERCENT,0.0,94,,,,,,,,,,,,,,,,,,,,,Publisher,EDUKID DISTRIBUTORS SDN BHD,Author,EDUKID DISTRIBUTORS SDN BHD,Language,English,,,,,,,,,,,,,
Product_5143,Product,Boost Your Brain - Magnificent Big Sudoku,Dive into hours of fun and mental challenge with this exciting collection of Boost your brain magnificiant big Sudoku,f18b65_64d339760aed4d5dbb0683ca7f0d246d~mv2.jpg,Islamic,9555832905913,,10.0,,true,PERCENT,0.0,100,,,,,,,,,,,,,,,,,,,,,Publisher,EDUKID DISTRIBUTORS SDN BHD,Author,EDUKID DISTRIBUTORS SDN BHD,Language,English,,,,,,,,,,,,,
Product_5144,Product,Boost Your Brain - Marvelous Big Sudoku,Dive into hours of fun and mental challenge with this exciting collection of Boost your brain marvellous big Sudoku,f18b65_7c118c4a333d487eb71a81c2a7889e58~mv2.jpg,Islamic,9555832905920,,10.0,,true,PERCENT,0.0,7,,,,,,,,,,,,,,,,,,,,,Publisher,EDUKID DISTRIBUTORS SDN BHD,Author,EDUKID DISTRIBUTORS SDN BHD,Language,English,,,,,,,,,,,,,
Product_5145,Product,Boost Your Brain - Outstanding Big Sudoku,Dive into hours of fun and mental challenge with this exciting collection of Boost your brain Outstanding big Sudoku,f18b65_2635b9936a154330b319a79b2176c2e5~mv2.jpg,Islamic,9555832905937,,10.0,,true,PERCENT,0.0,100,,,,,,,,,,,,,,,,,,,,,Publisher,EDUKID DISTRIBUTORS SDN BHD,Author,EDUKID DISTRIBUTORS SDN BHD,Language,English,,,,,,,,,,,,,
Product_5146,Product,Boost Your Brain - SuperB Big Sudoku,Dive into hours of fun and mental challenge with this exciting collection of Boost your brainSuperb big Sudoku,52b5c8_cf5e0ff6fc1b4b7abd20c194b033a185~mv2.jpg,Islamic,9555832905944,,10.0,,true,PERCENT,0.0,100,,,,,,,,,,,,,,,,,,,,,Publisher,EDUKID DISTRIBUTORS SDN BHD,Author,EDUKID DISTRIBUTORS SDN BHD,Language,English,,,,,,,,,,,,,
Product_5147,Product,Smart Brain Handy Word Search - Intelligent,This Collection of Puzzles is packed with interesting word lists to stimulate your mind while having fun at the same time,f18b65_788194a6807746c88e7cd6f18672f8b7~mv2.jpg,Islamic,9555832905135,,15.0,,true,PERCENT,0.0,100,,,,,,,,,,,,,,,,,,,,,Publisher,EDUKID DISTRIBUTORS SDN BHD,Author,EDUKID DISTRIBUTORS SDN BHD,Language,English,,,,,,,,,,,,,
Product_5148,Product,Smart Brain Handy Word Search - Fantastic,This Collection of Puzzles is packed with interesting word lists to stimulate your mind while having fun at the same time,f18b65_422400163a324d97ae012a76fefa816e~mv2.jpg,Islamic,9555832905142,,15.0,,true,PERCENT,0.0,100,,,,,,,,,,,,,,,,,,,,,Publisher,EDUKID DISTRIBUTORS SDN BHD,Author,EDUKID DISTRIBUTORS SDN BHD,Language,English,,,,,,,,,,,,,
Product_5149,Product,Smart Brain Handy Word Search -Brilliant,This Collection of Puzzles is packed with interesting word lists to stimulate your mind while having fun at the same time,52b5c8_768852728d7d45cbb06ed0a7106f1167~mv2.jpg,Islamic,9555832905159,,15.0,,true,PERCENT,0.0,100,,,,,,,,,,,,,,,,,,,,,Publisher,EDUKID DISTRIBUTORS SDN BHD,Author,EDUKID DISTRIBUTORS SDN BHD,Language,English,,,,,,,,,,,,,
Product_5150,Product,Smart Brain Handy Word Search -Genius,This Collection of Puzzles is packed with interesting word lists to stimulate your mind while having fun at the same time,f18b65_a95d4e2213e84b51824e64348c00cd93~mv2.jpg,Islamic,9555832905166,,15.0,,true,PERCENT,0.0,100,,,,,,,,,,,,,,,,,,,,,Publisher,EDUKID DISTRIBUTORS SDN BHD,Author,EDUKID DISTRIBUTORS SDN BHD,Language,English,,,,,,,,,,,,,
Product_5151,Product,My Quran Stories - Wonderful Stories From The Quran,"Each Book Contains three interesting stories from the Holy Quran.The Stories are easy to read and fun to learn. At the end of each story, you' ll find the quranic reference to look it up yourself. Great for children, parents and teachers to enjoy together.",f18b65_4d43dcfbbb9b46f0a50b51d1b347ef59~mv2.jpg,Islamic,9555832906583,,20.0,,true,PERCENT,0.0,100,,,,,,,,,,,,,,,,,,,,,Publisher,EDUKID DISTRIBUTORS SDN BHD,Author,EDUKID DISTRIBUTORS SDN BHD,Language,English,,,,,,,,,,,,,
Product_5152,Product,My Quran Stories - Inspiring Stories From The Quran,"Each Book Contains three interesting stories from the Holy Quran.The Stories are easy to read and fun to learn. At the end of each story, you' ll find the quranic reference to look it up yourself. Great for children, parents and teachers to enjoy together.",f18b65_0816b394b62c4fc1996e23912ae65e32~mv2.jpg,Islamic,9555832906590,,20.0,,true,PERCENT,0.0,100,,,,,,,,,,,,,,,,,,,,,Publisher,EDUKID DISTRIBUTORS SDN BHD,Author,EDUKID DISTRIBUTORS SDN BHD,Language,English,,,,,,,,,,,,,
Product_5153,Product,My Quran Stories - Amazing Stories From The Quran,"Each Book Contains three interesting stories from the Holy Quran.The Stories are easy to read and fun to learn. At the end of each story, you' ll find the quranic reference to look it up yourself. Great for children, parents and teachers to enjoy together.",f18b65_77effc6ae06b4512a6f74cc6dddf0897~mv2.jpg,Islamic,9555832906606,,20.0,,true,PERCENT,0.0,100,,,,,,,,,,,,,,,,,,,,,Publisher,EDUKID DISTRIBUTORS SDN BHD,Author,EDUKID DISTRIBUTORS SDN BHD,Language,English,,,,,,,,,,,,,
Product_5154,Product,My Quran Stories - Beautiful Stories From The Quran,"Each Book Contains three interesting stories from the Holy Quran.The Stories are easy to read and fun to learn. At the end of each story, you' ll find the quranic reference to look it up yourself. Great for children, parents and teachers to enjoy together.",f18b65_1748dfc1a6c042089829809ad917612e~mv2.jpg,Islamic,9555832906613,,20.0,,true,PERCENT,0.0,100,,,,,,,,,,,,,,,,,,,,,Publisher,EDUKID DISTRIBUTORS SDN BHD,Author,EDUKID DISTRIBUTORS SDN BHD,Language,English,,,,,,,,,,,,,
Product_5155,Product,Who Is Allah (Edukid),"This series offers parents a simple and joyful way to teach their children about Allah SWT, prayer, and stories from the Quran. May it fill their hearts with love for the Almighty and guide them to follow His commands, Insya-Allah.",f18b65_b991378ee9dd4e0ba95aeb43e14bb6bc~mv2.jpg,Islamic,9789672972822,,30.0,,true,PERCENT,0.0,100,,,,,,,,,,,,,,,,,,,,,Publisher,EDUKID DISTRIBUTORS SDN BHD,Author,EDUKID DISTRIBUTORS SDN BHD,Language,English,,,,,,,,,,,,,
Product_5156,Product,I Love Allah,"This series offers parents a simple and joyful way to teach their children about Allah SWT, prayer, and stories from the Quran. May it fill their hearts with love for the Almighty and guide them to follow His commands, Insya-Allah.",f18b65_60a85935a1614970b9df55bda1bc88cf~mv2.jpg,Islamic,9789672972839,,30.0,,true,PERCENT,0.0,100,,,,,,,,,,,,,,,,,,,,,Publisher,EDUKID DISTRIBUTORS SDN BHD,Author,EDUKID DISTRIBUTORS SDN BHD,Language,English,,,,,,,,,,,,,
Product_5157,Product,My First Book Of Salah,"This series offers parents a simple and joyful way to teach their children about Allah SWT, prayer, and stories from the Quran. May it fill their hearts with love for the Almighty and guide them to follow His commands, Insya-Allah.",f18b65_59804d58ed0142149c13a38c7c96256c~mv2.jpg,Islamic,9789672972846,,30.0,,true,PERCENT,0.0,100,,,,,,,,,,,,,,,,,,,,,Publisher,EDUKID DISTRIBUTORS SDN BHD,Author,EDUKID DISTRIBUTORS SDN BHD,Language,English,,,,,,,,,,,,,
Product_5158,Product,My First Book Of The Quran,"This series offers parents a simple and joyful way to teach their children about Allah SWT, prayer, and stories from the Quran. May it fill their hearts with love for the Almighty and guide them to follow His commands, Insya-Allah.",f18b65_960fe18517164a65b50211537d684e46~mv2.jpg,Islamic,9789672972853,,30.0,,true,PERCENT,0.0,100,,,,,,,,,,,,,,,,,,,,,Publisher,EDUKID DISTRIBUTORS SDN BHD,Author,EDUKID DISTRIBUTORS SDN BHD,Language,English,,,,,,,,,,,,,
Product_5100,Product,366 Stories from 25 Prophets-English,"The book ?366 Stories from 25 Prophets? is perfect for anyone who wants to learn the stories of 25 messengers of Allah SWT , starting from Prophet Adam a.s. until Prophet Muhammad SAW . Readers learn the highs and lows of each prophet in conveying Allah?s commands. Each story has an authentic source along with valuable lessons to be learned. Hopefully, the book benefits the readers, thus helping them strive to become pious servants.",52b5c8_e81669e941ef467e9f91453b3c380b78~mv2.webp,Islamic;5+,9555832904800,NEW ARRIVAL,60.0,,true,PERCENT,0.0,100,,,,,,,,,,,,,,,,,,,,,Publisher,EDUKID DISTRIBUTORS SDN BHD,Author,EDUKID DISTRIBUTORS SDN BHD,Language,English,,,,,,,,,,,,,
Product_5101,Product,The Patience of the Prophet,Let's discover the wonderful qualities of our beloved Prophet Muhammad SAW with the Noble Moral Series!,52b5c8_2f28508ac0de4d6a8af3a9eb8f633b1e~mv2.webp,Islamic;3+,9555832904442,,35.0,,true,PERCENT,0.0,100,,,,,,,,,,,,,,,,,,,,,Publisher,EDUKID DISTRIBUTORS SDN BHD,Author,EDUKID DISTRIBUTORS SDN BHD,Language,English,,,,,,,,,,,,,
Product_5102,Product,The Prophet Honesty and Trustworthy,Let's discover the wonderful qualities of our beloved Prophet Muhammad SAW with the Noble Moral Series!,52b5c8_58dab4d3d51842b2aa55a6ea7ab38163~mv2.webp,Islamic;3+;Children Books,9555832904459,,35.0,,true,PERCENT,0.0,100,,,,,,,,,,,,,,,,,,,,,Publisher,EDUKID DISTRIBUTORS SDN BHD,Author,EDUKID DISTRIBUTORS SDN BHD,Language,English,,,,,,,,,,,,,
Product_5103,Product,The Prophet Fairness,Let's discover the wonderful qualities of our beloved Prophet Muhammad SAW with the Noble Moral Series!,52b5c8_fb62344452af4ad99e7beb02f0f7460a~mv2.webp,Islamic;3+;Best Sellers,9555832904466,,35.0,,true,PERCENT,0.0,100,,,,,,,,,,,,,,,,,,,,,Publisher,EDUKID DISTRIBUTORS SDN BHD,Author,EDUKID DISTRIBUTORS SDN BHD,Language,English,,,,,,,,,,,,,
Product_5104,Product,The Prophet Wisdom,Let's discover the wonderful qualities of our beloved Prophet Muhammad SAW with the Noble Moral Series!,52b5c8_1ce374a7f179463ea9b007714af16370~mv2.webp,Islamic;3+,9555832904473,,35.0,,true,PERCENT,0.0,100,,,,,,,,,,,,,,,,,,,,,Publisher,EDUKID DISTRIBUTORS SDN BHD,Author,EDUKID DISTRIBUTORS SDN BHD,Language,English,,,,,,,,,,,,,
Product_5090,Product,Magnificent Challenging Sudoku,Sudoku challenges you to think critically and can also enhance your concentration. Sudoku is a game that demands careful consideration. Brain Booster has 143 puzzles that offer a variety of Magnificent challenging sudoku to keep your mind active and entertained for hours. Brain Booster has four different titles available for challenging sudoku puzzles. Ensure that you collect all of them!,52b5c8_de06ee09096b4c3b9946445c44924e1e~mv2.jpg,Children Books;Today's Deals;Best Sellers,9555832904503,,20.0,,true,PERCENT,0.0,5,,,,,,,,,,,,,,,,,,,,,Publisher,EDUKID DISTRIBUTORS SDN BHD,Author,EDUKID DISTRIBUTORS SDN BHD,Language,English,,,,,,,,,,,,,
Product_5091,Product,Marvellous Challenging Sudoku,Sudoku challenges you to think critically and can also enhance your concentration. Sudoku is a game that demands careful consideration. Brain Booster has 143 puzzles that offer a variety of Magnificent challenging sudoku to keep your mind active and entertained for hours. Brain Booster has four different titles available for challenging sudoku puzzles. Ensure that you collect all of them!,52b5c8_9fd1c04719064c738ec257cfeac60abd~mv2.jpg,Best Sellers;Today's Deals,9555832904527,,20.0,,true,PERCENT,0.0,30,,,,,,,,,,,,,,,,,,,,,Publisher,EDUKID DISTRIBUTORS SDN BHD,Author,EDUKID DISTRIBUTORS SDN BHD,Language,English,,,,,,,,,,,,,
Product_5092,Product,Incredible Challenging Sudoku,Sudoku challenges you to think critically and can also enhance your concentration. Sudoku is a game that demands careful consideration. Brain Booster has 143 puzzles that offer a variety of Magnificent challenging sudoku to keep your mind active and entertained for hours. Brain Booster has four different titles available for challenging sudoku puzzles. Ensure that you collect all of them!,52b5c8_c1eb5f7247984611a76be0d32090d2ba~mv2.jpg,Children Books;Best Sellers;Today's Deals,9555832904497,,20.0,,true,PERCENT,0.0,17,,,,,,,,,,,,,,,,,,,,,Publisher,EDUKID DISTRIBUTORS SDN BHD,Author,EDUKID DISTRIBUTORS SDN BHD,Language,English,,,,,,,,,,,,,
Product_5093,Product,Wonderful Challenging Sudoku,Sudoku challenges you to think critically and can also enhance your concentration. Sudoku is a game that demands careful consideration. Brain Booster has 143 puzzles that offer a variety of Magnificent challenging sudoku to keep your mind active and entertained for hours. Brain Booster has four different titles available for challenging sudoku puzzles. Ensure that you collect all of them!,52b5c8_d6554a9bcdd1490895e99d56c28f24c0~mv2.jpg,Best Sellers;Today's Deals,9555832904510,,20.0,,true,PERCENT,0.0,14,,,,,,,,,,,,,,,,,,,,,Publisher,EDUKID DISTRIBUTORS SDN BHD,Author,EDUKID DISTRIBUTORS SDN BHD,Language,English,,,,,,,,,,,,,
Product_5094,Product,My Big Wipe Clean Picture Book Alphabet,"Join the fun with the My Big Wipe Clean Picture Book series! Ideal for young learners, these books help children explore numbers, shapes, and colours while recognising both familiar and new pictures. Featuring special wipe-clean pages, kids can practice writing by tracing dotted letters, providing a creative, mess-free way to learn and develop essential skills.",52b5c8_dba5321a18cd497ebb38df8b12909d8d~mv2.webp,Islamic;Best Sellers,9555832904206,,20.0,,true,PERCENT,0.0,60,,,,,,,,,,,,,,,,,,,,,Publisher,EDUKID DISTRIBUTORS SDN BHD,Author,EDUKID DISTRIBUTORS SDN BHD,Language,English,,,,,,,,,,,,,
