title,author,isbn,categoryName,price,stock,language,ribbon,description,publisher,coverImage,sortOrder
Blyton 1  Mystery of the Burnt Cottage,Enid Blyton,9780603566981,Children Books,28,0,English,,"Fatty, Larry, Daisy, Pep, Bets and Buster the dog turn detectives when a mysterious fire destroys a thatched cottage in Mr Hick's garden in their village.",66 BOOK LTD,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788419096/rewaya_books/znzp9vgwui8ndk3eyiyw.webp,3647
Blyton 2  Mystery of the Disappearing Cat,Enid Blyton,9780603566998,Children Books,28,0,English,,"Lady Candling lives next door to Pip and Bets, and owns some very expensive, pedigree Siamese cats. When her most famous cat, Dark Queen, goes missing, the gardener's help, Luke seems the obvious suspect. Mr Goon and Mr Tupping, Lady Candling's gardener are sure he's the culprit, as he was digging by the cat house all alone when Dark Queen disappeared. The Five Find-Outers must solve the mystery to clear the name of their friend Luke. Strangely, Dark Queen soon reappears, dirty and tired, but unhurt. And stranger still, she disappears again a few days later, once more when only Luke could have done it. Piecing together clues of pale paint, turps and some wellington boots, the Five Find-Outers prove, once more with the help of Inspector Jenks, not only that Luke is innocent, but that Mr Tupping took Dark Queen and deliberately tried to frame Luke for the crime.",66 BOOK LTD,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788419098/rewaya_books/gebhcb2y9mmp48tcrdo3.webp,3648
Blyton 4   Mystery of the Spiteful Letters,Enid Blyton,9780603567018,Children Books,28,0,English,,"It's Easter and ,once more, the Five Find-Outers- Fatty, Larry, Daisy, pip and Bets-are in a very peculiar situation they are trying to solve the mystery of the spiteful letters that arrive, unsigned, for various residents of peterwood, Mr Goon, the policeman, is also trying to unravel the mystery and comes up against Fatty who, in various disquises, manages to totally confuse him!",66 BOOK LTD,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788419100/rewaya_books/s4hc5ajvvagcl2k2hqck.webp,3649
Blyton 3  Mystery of the Secret Room,Enid Blyton,9780603567001,Children Books,28,0,English,,"The Mystery of the Secret Room is the third in the Five Find-Outers series of the children's novels by Enid Blyton. Illustrated by Joseph Abbey, it was published by Methuen.",66 BOOK LTD,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788419099/rewaya_books/lwiufwcccomseaplivat.webp,3649
Blyton 5   Mystery of the Missing Necklace,Enid Blyton,9780603567025,Children Books,28,0,English,,"The Mystery of the Missing Necklace ? is a book in the series of Five Find-Outers and Dog by Enid Blyton, published in 1947 by Methuen and illustrated by Joseph Abbey",66 BOOK LTD,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788419102/rewaya_books/acuyigrwsq6cgmvubanl.webp,3651
Blyton 6 Mystery of the Hidden House,Enid Blyton,9780603567032,Children Books,28,0,English,,"When Mr Goon's young nephew, Ern, comes to Peterswood full of ideas about detecting, the Five Find-Outers think up a first-class mystery and send both Ern and Mr Goon off on a wild goose chase. But Ern loses his way and stumbles into a real mystery! The Five Find-Outers are on the trail of a thrilling puzzle, when Fatty's love of disguises lands him and Ern into a tricky situation ...",66 BOOK LTD,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788419103/rewaya_books/hwsh90sg9vmm9qx4jxzv.webp,3652
Blyton Adventure         Castle of Adventure,B66KS,9781447205241,Children Books,28,0,English,,"Lucy-Ann, Jack, Dinah, and Philip spend the holidays in a cottage near a strange, deserted castle, and find themselves in the midst of another adventure, involving a torch flashing at night and men at work in the depths of the castle.",,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788419104/rewaya_books/mzgpmzafwmwlinq6u1xw.webp,3653
Blyton Adventure Circus of Adventure,MacMillan,9781447220633,Children Books,28,0,English,,"What on earth did Bill have to bring the wimpish Gustavus with them on holiday? Neither Jack nor Kiki the parrot like the boy at all. But when Gustavus is kidnapped, along with Philip, Dinah, and Lucy-Ann, Jack must bravely follow them to a faraway country and unravel a plot to kill the king.",66 BOOK LTD,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788419105/rewaya_books/u9ns50q3p6gpkk2z4il1.webp,3654
Blyton Adventure Island of Adventure,Pan MacMillan,9781447205234,Children Books,33,0,English,,"Another thrilling instalment in Enid Blyton's Adventure series- with a stunning retro look to appeal to a new generation of readers Something very sinister is happening on the mysterious Isle of Gloom and the children are determined to uncover the truth! But Philip, Dinah, Lucy-Ann and Jack are not prepared for the dangerous adventure that awaits them in the abandoned copper mines and secret tunnels beneath the sea. About The Author: Enid Blyton, who died in 1968, is one of the most popular and prolific children?s authors of all time. She wrote over seven hundred books, which have been translated into many languages throughout the world. She also found time to write numerous songs, poems, and plays, and ran magazines and club",66 BOOK LTD,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788419106/rewaya_books/bznpaoacxpjmhgd5jxja.webp,3655
Blyton Adventure  Mountain of Adventure,MacMillan,9781447220640,Children Books,33,0,English,,"Two thrilling adventures in one volume, from one of the world's most famous authors ? now with a stunning retro look to appeal to a new generation of readers. In The Mountain of Adventure, Philip, Dinah, Lucy-Ann, Jack and Kiki the parot become tangled up in the mystery of a rumbling mountain, and a mad genius who plans to rule the world. A quiet cruise among the Greek islands turns into an exciting quest as the children search for the lost treasure of Andra, in The Ship of Adventure.",66 BOOK LTD,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788419107/rewaya_books/hp08tslotbrqdax1slqp.webp,3656
Blyton Adventure River of Adventure,MacMillan,9781447220657,Children Books,33,0,English,,"A river cruise through ancient desert lands will be an adventure in itself, think Philip, Dinah, Lucy-Ann, and Jack. An adventure it certainly is, especially when Bill disappears and the children, along with Kiki the parrot, are trapped beneath a forgotten temple where no one has set foot for 7,000 years.",66 BOOK LTD,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788419109/rewaya_books/lxwxwgnrvgtcm1jnxeuz.webp,3657
Blyton Adventure  Sea of Adventure,Pan MacMillan,9781447205265,Children Books,33,0,English,,"Another thrilling instalment in Enid Blyton's Adventure series - with a stunning retro look to appeal to a new generation of readers A mysterious trip to the desolate Northern Isles soon turns into a terrifying adventure when Bill is kidnapped! Marooned far from the mainland on a deserted coast, Philip, Dinah, Lucy-Ann and Jack find themselves playing a dangerous game with an unknown enemy. Will they escape with Bill, and their lives?",66 BOOK LTD,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788419109/rewaya_books/qfszlawcfkd13rdrhslm.webp,3658
Blyton Adventure Ship of Adventure,MacMillan,9781447220718,Children Books,33,0,English,,An amazing voyage around the beautiful Greek islands becomes an exciting quest to find the lost treasure of the Andra!,66 BOOK LTD,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788419110/rewaya_books/ozyylnmchhvalmjd7anh.webp,3659
Blyton Adventure   Valley of Adventure,Pan MacMillan,9781447205258,Children Books,33,0,English,,"Another thrilling instalment in Enid Blyton's Adventure series - with a stunning retro look to appeal to a new generation of readers Who are the two strange pilots, and what is the secret treasure hidden in the lonely valley where the children land? Nothing could be more exciting than a daring night flight on Bill?s plane! But Philip, Dinah, Lucy-Ann and Jack soon find themselves flying straight into a truly amazing adventure.",66 BOOK LTD,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788419111/rewaya_books/dnmbcbn4ixiiifescgnz.webp,3660
Blyton Famous Five Go Down To The Sea,Hodder,9781444927542,Children Books,39,0,English,,"This 70th anniversary edition features the text from the Classic edition. Its cover has been illustrated by Alex T. Smith, but there are no inside illustrations. All anniversary editions, each illustrated by a different artist, benefit the House of Illustration, the world's first dedicated home for the art of illustration (houseofillustration.org.uk).",66 BOOK LTD,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788419112/rewaya_books/u0cxt0y67sqemxahpfid.webp,3661
Blyton Star Reads   Cat with the Feathery Tail,Octopus Books,9780753729540,Children Books,33,0,English,,"This magical story collection will have children laughing out loud at the silly characters and cute storylines. This volume includes the stories of The Broken Gate, Sulky Susan and The Girl Who Had Hiccups. Find out what's going on in toyland and beyond in this lovely set of tales from Enid Blyton.",66 BOOK LTD,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788419114/rewaya_books/j3dokmen98qb7onbnffu.webp,3662
Blyton Star Reads  Rabbit's Whiskers,EnidBlyton,9780753726686,Children Books,33,0,English,,"Mr Woffles is so proud of his fine whiskers and is mortified when the careless hairdresser cuts them off - how silly he will look at the teddy bear's party! As well as Mr Woffles' mishap Enid Blyton creates fun and frolics with Angelina Jane, Ho-Ho, Goosey-Goosey-Gander and countless other loveable characters in this eclectic collection. Other stories in this volume: The Conjuring Wizard The Astonishing Curtains Sly-One and the Honey-Pot Spot and the Biscuit Tin Selfish Sammy The Big Box of Chocolates and many more...",66 BOOK LTD,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788419115/rewaya_books/uskra8ucxbayvf0g4che.webp,3663
Blyton Star Reads Snicker the Brownie,Enid Blyton,9780753726723,Children Books,33,0,English,,"Snicker the Brownie is always playing mean tricks but when he causes trouble for the witch-cats he gets more than he bargains for. Joining Snicker are Neddy the donkey, Peter Penny and Bimbo the kitten, who all add to this fantastic collection of fun and frolics.",66 BOOK LTD,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788419116/rewaya_books/t6xuws2too5ol4d5hvtg.webp,3664
Blyton Castle of Adventure,Macmillan,9781447262756,Children Books,33,0,English,,"Philip, Dinah, Lucy-Ann, Jack and Kiki the parrot are on holiday in the countryside, staying on the side of Castle Hill. When flashing lights are seen in a distant tower, they decide to investigate - and discover a very sinister plot concealed within its hidden rooms and gloomy underground passages.",66 BOOK LTD,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788419117/rewaya_books/efclvddk73syxarnvhp3.webp,3665
Blyton  Famous Five Fall Into Adventure,Enid Blyton,9781444936391,Children Books,39,0,English,,"When Julian, Dick and Anne receive this scary ransom note, they race to rescue cousin George and her beloved dog Timmy. After all, an adventure is no fun when the Famous Five are separated.",66 BOOK LTD,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788419119/rewaya_books/qiixkvse0lat2a7e8x0i.webp,3666
Blyton Famous Five Five Go Off In A Caravan,Enid Blyton,9781444936353,Children Books,39,0,English,,"Five Go Off In A Caravan is the fifth book in the Famous Five series by the British author, Enid Blyton. In this part all five (Julian, Dick, George, Anne and Timmy) meet a new friend called Nobby and his chimpanzee ""Pongo"". There's a secret under the ground where the Five have their caravans and the secret is of Nobby's uncle Tiger Dan and his friend Lou. They have had troubles with Tiger Dan and Lou.",66 BOOK LTD,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788419121/rewaya_books/uluez58fhwzfex5vtmn5.webp,3667
Blyton         Famous Five Go Adventuring Again,Enid Blyton,9781444936322,Children Books,39,0,English,,"Meet Julian, Dick, Anne, George and Timothy. Together they are THE FAMOUS FIVE ? Enid Blyton?s most popular adventure series. All 21 titles also available as audiobooks! In their second adventure, the Famous Five find a thief at Kirrin Cottage. They think they know who it is, but need to prove it. Will the discovery of a very old map help uncover the true culprit? This edition features the original cover art and inside illustrations by Eileen Soper.",66 BOOK LTD,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788419122/rewaya_books/pxijn6orrc057ofpsw8v.webp,3668
Blyton         Famous Five Go To Demon's Rocks,Enid Blyton,9781444936490,Children Books,39,0,English,,"The very first Famous Five adventure, featuring Julian, Dick, Anne, not forgetting tomboy George and her beloved dog, Timmy! There?s a shipwreck off Kirrin Island! But where is the treasure? The Famous Five are on the trail ? looking for clues ? but they?re not alone! Someone else has got the same idea. Time is running out for the Famous Five, who will follow the clues and get to the treasure first? These classic editions feature Enid Blyton?s unchanged text and Eileen A. Soper?s original illustrations.",66 BOOK LTD,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788419123/rewaya_books/revvjwlpquh791gw7gq7.webp,3669
Blyton         Famous Five Have A Wonderful Time,Hodder,9781444936414,Children Books,39,0,English,,The bolt was securely pushed home. So somebody was a prisoner on the other side!,66 BOOK LTD,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788419124/rewaya_books/zzfxcmcocjokbttt4uqe.webp,3670
Blyton         Famous Five Have Plenty Of Fun,Hodder,9780340681190,Children Books,39,0,English,,"George is not pleased when Berta, a spoilt American girl, turns up at Kirrin Cottage in the middle of the night - dressed in disguise! But George hasn't got time to be jealous. Berta is in hiding from kidnappers, and she needs help. The Famous Five are the only ones who can protect her - but will they risk danger to themselves to help out a virtual stranger? These classic editions feature Enid Blyton's unchanged text and Eileen A. Soper's original illustrations.",66 BOOK LTD,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788419126/rewaya_books/uz7sjl98a71ggcnlfb8h.webp,3671
Blyton         Famous Five On A Treasure Island,Hodder,9780340681060,Children Books,39,0,English,,"Classic editions of the timeless adventure stories where there's always a mystery to solve for Julian, Dick, Anne George and Timmy!",66 BOOK LTD,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788419128/rewaya_books/zyqkgxxy2kxeolq8sfqw.webp,3672
Blyton Famous Five Five Go Off To Camp,Hodder,9781444924893,Children Books,33,0,English,,"In book seven, the Famous Five investigate spook trains in the dead of night. The trains seem to vanish into thin air, but where do they go? The Five discover an unusual underground tunnel system and a secret train-service.",66 BOOK LTD,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788419130/rewaya_books/cxorquxjx4cjx7ih8asq.webp,3673
Blyton         Famous Five       Five Have A Wonderful Time,Hodder,9781444927276,Children Books,39,0,English,,"In book eleven, the Famous Five are on an adventurous holiday in horse-drawn caravans. They discover a ruined castle that looks deserted. But is that a face at the window? Or is it a trick of the light?",66 BOOK LTD,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788419131/rewaya_books/lspjcfmtmjowzzl9jble.webp,3674
Blyton Famous Five Five Run Away Together,Hodder,9781444908671,Children Books,39,0,English,,"Julian, Dick, Anne, George and Timmy the dog find excitement and adventure wherever they go in Enid Blyton?s most popular series. In their third adventure, the Famous Five discover that someone has been on George?s island. And what is locked in the mysterious trunk hidden on Kirrin Island? The Famous Five think they?re on the trail of smugglers ? until they hear a child scream? This 70th anniversary edition features the text from the Classic edition.",66 BOOK LTD,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788419132/rewaya_books/ggxs4xrfvcy3fgmbqneh.webp,3675
Blyton         Famous Five         Five Go To Mystery Moor,Hodder,9781444927559,Children Books,39,0,English,,"In book thirteen, the Famous Five find out about something dangerous out in Mystery Moor. They'll have to risk the treacherous mists and follow the trail if they want to find what's lurking in the shadows.",66 BOOK LTD,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788419133/rewaya_books/n0q94lciwou6nmbgtfgp.webp,3676
Mad for Math Spy School the Fraction Mission,LINDA BERTOLA/ AGNESE BARUZZI,9789390085811,Children Books;5+;Best Sellers;Arabic,49,1314,Arabic,,"This series aims to encourage a positive attitude towards maths and numbers through a play-based learning approach. For each theme there is both an activity book and a game box, which can be purchased and used independently. The activity book is intended for use by children on their own, while the game box will enable them to challenge one or more of their friends. Each of the activity books tell a story, intended to stimulate the child's curiosity and motivation. The mathematical topics are introduced gradually and intuitively. * An activity book to learn mathematics with fun. Target audience 5/9 years. * Inside: Additions, subtractions, multiplications, divisions, logic and problem solving. * In addition 8 pages of stickers to complete games. * Math is one of the best topic for children: this is a volume with good contents in simple but qualitative format",Bookland,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788419134/rewaya_books/kseptktfdc1iufvep9s9.webp,3677
Mad for Math The Enchanted Forest,LINDA BERTOLA/ AGNESE BARUZZI,9789390085897,Children Books;5+;Best Sellers;Arabic,49,1271,Arabic,,"This series offers a fun approach to learning. Through storytelling and entertaining activities like drawing, kids will begin to grasp basic mathematical principles and gain enthusiasm about the world of numbers.In a village hidden in the wood, animals live, work, play, and sometimes even quarrel. Led by a wise owl, children ages 6 to 7 can wander through this enchanted space. As they visit the town, they ll decode recipes, count cookies, and practice their addition, subtraction, and logic and problem-solving skills.",Bookland,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788419137/rewaya_books/z4gkktfqwg7o7okobjaz.webp,3678
Mad for Math If Times tables you want to Learn to Fairy Tales you have ro Turn,LINDA BERTOLA/ AGNESE BARUZZI,9789390085828,Children Books;5+;Best Sellers;Arabic,49,1290,Arabic,,"Learn math while having fun! With this book it really is possible - thanks to games, activities, engaging stories and colorful illustration, all specially designed to enhance learning through play. Children can now grasp the most important mathematical concepts with smiles on their faces!",Bookland,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788419139/rewaya_books/ewjav8c4s5gwehfkxru5.webp,3679
Mad For Math The Wizard School,LINDA BERTOLA/ AGNESE BARUZZI,9789390085903,Children Books;5+;Best Sellers;Arabic,49,1307,Arabic,,"This series aims to encourage a positive attitude towards maths and numbers through a play-based learning approach. For each theme there is both an activity book and a game box, which can be purchased and used independently. The activity book is intended for use by children on their own, while the game box will enable them to challenge one or more of their friends. Each of the activity books tell a story, intended to stimulate the child's curiosity and motivation. The mathematical topics are introduced gradually and intuitively. The game box has the same style and contents as the corresponding activity book, but can be used completely independently of the book. The box also includes an instruction booklet and notes for parents and teachers. AGES: 8 + AUTHOR: Linda Bertola is a linguistic and learning facilitator, specialising in special needs education. Passionate about didactics, mathematics and game learning, you can find her articles about didactics on the website genitoricrescono.com. Agnese Baruzzi graduated in Graphic Design at ISIA (Istituto Superiore per le Industrie Artistiche) in Urbino. She has worked as an illustrator and author since 2001, writing more than 40 children's books that have been published in Italy, the UK, Japan, Portugal, the US, France and South Korea. She holds workshops for children and adults in schools and libraries and provides illustrations for agencies, graphic art studios and publishers. She is a long-standing collaborator of White Star, illustrating Animal Mix and Match, Curious Creatures, Dinosaurs Mix and Match, Dining with Monsters!, Curious Dinosaurs, Topsy-Turvy Monsters, I'm going to eat you!, Puss in boots and Hansel and Gretel.",Bookland,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788419141/rewaya_books/pchtbfcqrkjuw8rwbkyn.webp,3680
This is How we Do it Everyday,Matt La Mouis,9789388241557,Children Books;5+;Best Sellers;Arabic,59,1014,Arabic,,"In Japan, Kei plays Freeze Tag, while in Uganda, Daphine likes to jump rope. While the way they play may differ, the shared rhythm of their days and this one world we all share unites them.This genuine exchange provides a window into traditions that may be different from our own as well as mirrors reflecting our common experiences. Inspired by his own travels, Matt Lamonthe transports readers across the globe and back with this luminous and thoughtful picture book.",Bookland,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788419144/rewaya_books/yasvyhsxqcry2uetdr1g.webp,3681
Mighty Mighty Construction Site,Sherri Duskey Rinker/Tom Lichtenneld,9789388241397,Children Books;5+;Best Sellers;Arabic,45,1086,Arabic,,"A focus on team building, friendship, and working together: At last here from the team behind the beloved international bestseller comes a companion to Goodnight, Goodnight, Construction Site. Down in the big construction site, all of the favorite trucks are back facing their biggest job yet and will need the help of new construction friends to get it done. Mighty, Mighty Construction Site teaches kids that when working as a team, even a big job seems small! They find out that with teamwork, nothing is impossible!",Bookland,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788419146/rewaya_books/wr54bnrmgzx6xsiy5xhm.webp,3682
Goodnight Goodnight Construction Site,Sherri Duskey Rinker/Tom Lichtenneld,9789388241540,Children Books;5+;Best Sellers;Arabic,45,1081,Arabic,,"An unabridged board book for kids version of the bestselling, best-beloved hardcover, perfect for small hands. Even the roughest, toughest readers will want to turn off their engines, rest their wheels, and drift to sleep with this sweet and soothing story. Vibrant illustrations and gentle rhyming text make this construction book for kids a surefire bedtime favorite for truck-crazy kids everywhere.",Bookland,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788419149/rewaya_books/mzjuc81q9kruxm2uhqa9.webp,3683
The Day My Brother Became My Best Friend,Raisha Lalwani,9789391256005,Children Books,40,5,English,,The Day My Brother Became My Best Friend,Raisha Lalwani,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788419152/rewaya_books/hbjit9esv0w5rjmbh8dv.webp,3684
Brida  P S,PauloCoelho,9780061762703,Fiction,35,0,English,,"This is the story of Brida, a young Irish girl, and her quest for knowledge. She has long been interested in various aspects of magic but is searching for something more. Her search leads her to people of great wisdom, who begin to teach Brida about the spiritual world.",RANDOM HOUSE UK,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788419154/rewaya_books/guadztpcvaqejio6tbmw.webp,3685
Subtle Art of Not Giving,Mark Manson,9780062641540,Reference;Adult;Best Sellers,70,1,English,SALE,"In this generation-defining self-help guide, a superstar blogger cuts through the crap to show us how to stop trying to be ""positive"" all the time so that we can truly become better, happier people.",KRJ WORLD OF BOOKS,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788419156/rewaya_books/mp91lchz010x3sjaq9xb.webp,3686
"Winner Stands Alone Intl, The",Paulo Coelho,9780061968273,Fiction,32,0,English,,"The Winner Stands Alone is a novel by Brazilian writer Paulo Coelho, first published in 2008 under the Portuguese title O Vencedor est? S?. The story is set at the Cannes Film Festival and roughly based upon the growing rise of what the author calls The Superclass.",HarperCollins US,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788419157/rewaya_books/ttj6fjfguwzttognt5cm.webp,3687
Sidney Sheldon's Angel of the Dark,"Sheldon, Sidney",9780062073457,Fiction;Children Books,32,0,English,,"When elderly multimillionaire art dealer, Andrew Jakes, is found brutally murdered in his ransacked Hollywood home, his young wife raped and beaten, and his art and jewels stolen, the motive seems pretty clear.",HarperCollins US,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788419158/rewaya_books/pw2i2emg0nwz4ztbpwqa.webp,3688
Sidney Sheldon's Chasing Tomorrow,"Sheldon, Sidney",9780062304032,Fiction,32,0,English,,"Tracy Whitney never thought she wanted to settle down. With her suave and handsome partner, Jeff Stevens, she?d been responsible for some of the world?s most astounding heists, relishing the danger and intensity of life on the wild side. But there is still one thing missing from Tracy?s perfect life: a baby.",HarperCollins US,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788419159/rewaya_books/l28ekmww3j6v3myslk2f.webp,3689
Sidney Sheldon's Reckless,"Sheldon, Sidney",9780062304063,Fiction,35,0,English,,"Once upon a time, Tracy Whitney was one of the best thieves in the business. Then she settled down, had a baby, and planned to spend the rest of her days quietly, living anonymously, devoted to her son. But tragic news has forced Tracy to face her greatest nightmare. Now, with nothing left to protect, she returns to the hunt--and she's more dangerous than ever.",HarperCollins US,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788419160/rewaya_books/lj87wx9ygp0tp2t7xdqq.webp,3690
Sidney Sheldon's Mistress of the Game,"Sheldon, Sidney",9780061728396,Fiction;Today's Deals,32,0,English,,"Sidney Sheldon's masterful #1 New York Times bestseller Master of the Game has enthralled millions of readers the world over. Now, at long last, the breathtaking saga of the ambitious and powerful MacGregor/Blackwell family continues in Sidney Sheldon's Mistress of the Game. Author Tilly Bagshawe has picked up the master's baton and delivered a magnificent tale of determination, greed, and very dark secrets in the distinct Sheldon vein that will mesmerize newcomers and confirmed Sidney Sheldon fans alike.",HarperCollins US,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788419162/rewaya_books/qkvi7egguubpzunvapdx.webp,3691
Sidney Sheldon's The Tides of Memory,"Sheldon, Sidney",9780062073464,Fiction,32,0,English,,Sidney Sheldon's The Tides of Memory is a 2013 thriller written by Tilly Bagshawe. Sheldon's family commissioned Bagshawe to write the novel in Sheldon's style.,HarperCollins US,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788419165/rewaya_books/q53nuvabo45mlqtsjkpg.webp,3692
Veronika Decides to Die Intl,Paulo Coelho,9780061015014,Fiction;Best Sellers,35,0,English,,"Veronika Decides to Die is a novel by Paulo Coelho. It tells the story of Veronika, a 24-year-old Slovenian who appears to have everything in life going for her, but who decides to kill herself. This book is partly based on Coelho's experience in various mental institutions, and deals with the subject of madness.",HarperCollins US,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788419166/rewaya_books/nyu7ulerqo7skaes1hiv.webp,3693
Witch of Portobello Intl,Paulo Coelho,9780061472770,Fiction,35,0,English,,"The Witch of Portobello is a fiction work by Brazilian writer Paulo Coelho published in 2006, about a woman born in Transylvania to a Romani mother in a gypsy tribe without wedlock. The central character is abandoned by her birth mother because the father was a foreigner and later adopted by a wealthy Lebanese couple.",HarperCollins US,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788419167/rewaya_books/fc1hly1ufzwfaef4ycvo.webp,3694
Alchemist,Paulo Coelho,9780062355300,Fiction;Adult;Today's Deals;Best Sellers,35,0,English,SALE,"The Alchemist is a novel by Brazilian author Paulo Coelho that was first published in 1988. Originally written in Portuguese, it became a widely translated international bestseller.?",HarperCollins US,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788419169/rewaya_books/tfp5o8e5zzzlw0ybdsrl.webp,3695
Monk Who Sold His Ferrari Intl,"Sharma, Robin",9780061125898,Reference;Today's Deals,40,0,English,,"The Monk Who Sold His Ferrari is a self-help book by Robin Sharma, a writer and motivational speaker. The book is a business fable derived from Sharma's personal experiences after leaving his career as a litigation lawyer at the age of 25.",HarperCollins US,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788419171/rewaya_books/y4o1svputjhr1fjopejw.webp,3696
"Intelligent Investor Rev Ed., The","Graham, Benjamin",9780060555665,Fiction;Adult;Best Sellers;Non Fiction,100,0,English,,"The classic bestseller by Benjamin Graham, ""The Intelligent Investor"" has taught and inspired hundreds of thousands of people worldwide. Since its original publication in 1949, Benjamin Graham's book has remained the most respected guide to investing, due to his timeless philosophy of ""value investing"", which helps protect investors against the areas of possible substantial error and teaches them to develop long-term strategies with which they will be comfortable down the road. Over the years, market developments have borne out the wisdom of Graham's basic policies, and in today's volatile market, ""The Intelligent Investor"" is the most important book you will ever read on making the right decisions to protect your investments and make them a success. Featuring new chapter updates - which append every chapter of Graham's book, leaving his original text untouched - from noted financial journalist Jason Zweig, this HarperBusiness Essentials edition of the timeless classic offers readers an even clearer understanding of Graham's wisdom as it should be applied today.",HarperCollins US,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788419173/rewaya_books/rrwkx19wkbnb5znmeph8.webp,3697
THINK LIKE A MONK: The secret of how to harness th,Jay Shetty,9781982149819,Fiction;Adult;Best Sellers,60,0,English,,"Jay Shetty, social media superstar and host of the #1 podcast On Purpose, distills the timeless wisdom he learned as a monk into practical steps anyone can take every day to live a less anxious, more meaningful life.",HarperCollins US,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788419175/rewaya_books/atwoosvokmyevhg2xpyj.webp,3698
ELEVEN MINUTES [Export-only],Paulo Coelho,9780060726751,Fiction,35,0,English,,"Onze Minutos"" conta a hist?ria de Maria, uma jovem de uma aldeia brasileira, cujas primeiras escovas inocentes de amor deixam seu cora??o partido. Numa terna idade, ela se convence de que nunca encontrar? amor verdadeiro. Um encontro casual no Rio l eva-a para Genebra, onde ela sonha em encontrar fama e fortuna. Em vez disso, ela acaba trabalhando como uma prostituta. Em Genebra, Maria se afasta cada vez mais do amor enquanto desenvolve um fasc?nio pelo sexo. Eventualmente, a vis?o desesperadora de amor de Maria ? posta ? prova quando ela conhece um jovem e bonito pintor. Nesta odisseia de autodescoberta, Maria tem que escolher entre buscar o caminho da escurid?o, o prazer sexual por si pr?prio ou arriscar tudo para encontrar a sua pr?pria ""luz interior"" e a possibilidade do sexo sagrado, o sexo no contexto do amor .",HarperCollins US,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788419176/rewaya_books/y2guagiv1rgojqjhpedi.webp,3699
The Unadoptables,Hana Tooke,9780241417447,Children Books,35,0,English,SALE,"Neil Gaiman meets Hans Christian Andersen in this delicious fairy tale full of mysterious spirits, daring escapes, and a beautiful message about the power of found families. Egbert, Lotta, Sem, Fenna, and Milou.",PENGUIN,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788419178/rewaya_books/m2hvmgnbqbiomfyko07c.webp,3700
