title,author,isbn,categoryName,price,stock,language,ribbon,description,publisher,coverImage,sortOrder
The Keys To The Kingdom,Garth Nix,9781471410901,Children Books,250,0,English,SALE,Seven days. Seven keys. Seven virtues. Seven sins. One mysterious house is the doorway to a very mysterious world -- where one boy is about to venture and unlock a number of fantastical secrets.,BOOKS DOOR LIMITED-BANGZO BOOKS,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788415374/rewaya_books/s5plbkby9g07pvkbonsn.webp,1277
Mr Men Christmas collection,Roger Hargreaves,9780603578151,Children Books,170,0,English,SALE,"A cracking Christmas gift (or perfect for building excitement and anticipation in the build-up to the big day), the colourful books follow Mr. Quiet as he tries to enjoy a silent night and find the gang putting on a pantomime.",BOOKS DOOR LIMITED-BANGZO BOOKS,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788415376/rewaya_books/swed4qslhw8kcbzmz0dy.webp,1278
The Boxcar Children Bookshelf,Gertrude Chandler Warner,9780807508558,Children Books,350,0,English,SALE,"Introduce a new generation of readers to the Boxcar Children? chapter books with this classic boxed set, featuring the first four books in the series. Henry, Jessie, Violet, and Benny Alden are four brave siblings who were searching for a home when they discovered a life of mystery and adventure!",BOOKS DOOR LIMITED-BANGZO BOOKS,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788415379/rewaya_books/r7exwymxbql89bpiulrc.webp,1279
The Adventures Of Tintin (8 Books),Bangzo Books,9781405278454,Children Books,650,2,English,SALE,"books containing all twenty-three ""Adventures of Tintin"" stories, in a beautiful, newly designed slipcase.Georges Prosper Remi, better known by the pen name, Herge, was born in Brussels in 1907. He is best known ""The Adventure of Tintin"" series, which he created in 1929 and worked on until his death in 1983. His books have been translated into over 80 languages, and have sold more than 200 million copies worldwide",BOOKS DOOR LIMITED-BANGZO BOOKS,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788415380/rewaya_books/tmmgrk7jbvqcghsavazq.webp,1280
The Adventures Of Tintin (23 Books),Bangzo Books,9781405294577,Children Books,920,0,English,SALE,"For the first time, you can own all 23 stories in?The Adventures of Tintin?series in this fantastic boxed set. This is the perfect present for Tintin fans of all ages.",BOOKS DOOR LIMITED-BANGZO BOOKS,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788415381/rewaya_books/oaxp4votskcc6fyk2rxl.webp,1281
Ladybird Picture Books (16 Books),Bangzo Books,9780241397176,Children Books,320,3,English,SALE,"A perfect introduction to timeless and treasured stories, with amusing pictures and lots of funny rhythm and rhyme to delight young children. Ideal for reading aloud and sharing with your little one.",BOOKS DOOR LIMITED-BANGZO BOOKS,https://via.placeholder.com/400x600?text=Ladybird%20Picture%20Books%20(16%20Books),1282
Vampire Academy (6 Books,Bangzo Books,9780241451038,Children Books,290,1,English,SALE,"Rose Hathaway is a Dhampir, a bodyguard for her best friend Lissa, a Moroi Vampire Princess. They've been on the run, but now they're being dragged back to St Vladimir's where the girls must survive a world of forbidden romances, a ruthless social scene and terrifying night time rituals.",BOOKS DOOR LIMITED-BANGZO BOOKS,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788415382/rewaya_books/bwrou4unkbifakrzeaup.webp,1283
Mr.Men Little Miss Adventures Collection (12 Books),Bangzo Books,9780603579349,Children Books,160,0,English,SALE,"Little Miss Scary and her friends become stranded near a haunted house and encounter some spooky monsters including a mummy, a vampire and a werewolf! But when Mr Jelly accidentally chooses Big Foot's boot as his hiding place from the monsters, he learns that not all monsters are as scary as they seem.",BOOKS DOOR LIMITED-BANGZO BOOKS,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788415383/rewaya_books/efz8fexvyu2azzfso5xo.webp,1284
Millennium Series (3 Books),Stieg Larsson,9781529412543,Children Books,190,0,English,SALE,"Forty years ago, Harriet Vanger disappeared from a family gathering on the island owned and inhabited by the powerful Vanger clan. Her body was never found, yet her uncle is convinced it was murder - and that the killer is a member of his own tightly knit but dysfunctional family.?He employs disgraced financial journalist Mikael Blomkvist and the tattooed, truculent computer hacker Lisbeth Salander to investigate.",BOOKS DOOR LIMITED-BANGZO BOOKS,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788415384/rewaya_books/rrnbilhpldgrssjeccjq.webp,1285
Peppa Pig Bedtime Stories (20 Books),Bangzo Books,9780241477229,Children Books,365,0,English,SALE,George's First Day at playgroup Peppa Plays Football Dentist Trip Nature Trail Daddy Pig's Old Chair Sports Day School Bus Trip Recycling Fun! Peppa Goes Swimming Tiny Creatrues Tooth Fairy Daddy Pig's Office Peppa Pigs's Family Computer Fun at The Fair George Catches a Cold Peppa's First Glasses Miss Rabbit's Day Off Peppa Goes Boating Peppa Goes Skiing Peppa Goes Camping ?????????: https://kids-books.com.ua/9780241477229-peppa-pig-bedtime-stories-20-books-box-set-by-ladybird,BOOKS DOOR LIMITED-BANGZO BOOKS,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788415385/rewaya_books/qe2bvqgcovjwsgoy3tzd.webp,1286
Mr.Men My Complete Collection (48 Books),Bangzo Books,9780755501878,Children Books,370,0,English,SALE,"This delightful set features the complete collection of 48 timeless Mr. Men stories. As well as the much-loved classic titles, Mr. Tickle, Mr. Bump and Mr. Strong, you can also enjoy the newest addition to the collection, Mr. Adventure.",BOOKS DOOR LIMITED-BANGZO BOOKS,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788415386/rewaya_books/ha8jr1cffzle4kv4usto.webp,1287
Seven Deadly Sins (7 Books),Agatha Christie,9780007989263,Children Books,280,0,English,SALE,"Beautiful Caroline Crale was convicted of poisoning her husband, but just like the nursery rhyme, there were five other ?little pigs? who could have done it: Philip Blake (the stockbroker), who went to market; Meredith Blake.",BOOKS DOOR LIMITED-BANGZO BOOKS,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788415388/rewaya_books/qzjjfcr4slolktg5ae2k.webp,1288
Judy Moody Collection (15 Books),Bangzo Books,9781529513981,Children Books,310,0,English,SALE,Judy Moody Gets Famous!,BOOKS DOOR LIMITED-BANGZO BOOKS,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788415389/rewaya_books/cbkkjmahubvolpdcge7i.webp,1289
Biff Chip & Kipper - Stange 1 Collection (24 Books),Roderick Hunt,9780190000000,Children Books,450,1,English,SALE,"These 24 stories have been carefully levelled to support you and your child through the early stages of learning to read. 12 stories provide phonics-based reading practice, while 12 use everyday language to help broaden your child's wider reading experience. All the stories feature much-loved characters and humorous illustrations, as well as tips for reading together and fun activities.",BOOKS DOOR LIMITED-BANGZO BOOKS,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788415390/rewaya_books/p31afllbjolcrm9b3uqv.webp,1290
Akhlaaq Building Series-Keeping Promises,Ali Gator,9781921772139,Children Books;Today's Deals;5+,22,32,English,SALE,"Ali, like most young boys, likes to run around but sometimes he falls over and hurts himself. Lucky for Ali he has a caring big sister in Saaliha who helps him in so many ways. Encourages young children to follow the good manners of Prophet Muhammad.",ALI GATOR,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788415392/rewaya_books/jlfoqey2uzkvbqwe3fml.webp,1291
Akhlaaq Building Series-Helping Others,Ali Gator,9781921772146,Children Books;5+;Today's Deals,22,11,English,SALE,"It is essential for children to develop good character, morals and values from a young age. Reading good books, with good messages and good role models is part of this character development.",ALI GATOR,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788415393/rewaya_books/tflipqsfxvgpy38qynup.webp,1292
Akhlaaq Building Series - Sharing What You Love,Ali Gator,9781921772153,Children Books;5+;Today's Deals,22,7,English,SALE,"In the Quran, Allah tells me what I must do to be a good Muslim. In sha Allah (God willing), this book inspires young hearts to learn about and love Allah.",ALI GATOR,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788415394/rewaya_books/vfsbrloqfmfbf1rcjpop.webp,1293
Allah Tells Me... Allah,Ali Gator,9781921772177,Children Books;Islamic,22,1,English,SALE,Shukr (gratitude) is an important characteristic for any young Muslim.This book stimulates young minds to think about the many wonderful gifts that Allah has given us.,ALI GATOR,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788415396/rewaya_books/atkftwazwlumszps8rbx.webp,1294
Allah's Gift,Ali Gator,9781921772184,Children Books;Islamic,22,2,English,SALE,"There are blessings from Allah in every day and every night, we just have to see them. Part of the ?Let's think about? series",ALI GATOR,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788415398/rewaya_books/nacjhcouwkaaqts4cofw.webp,1295
Let's Think About... Allah's Daily Blessings,Ali Gator,9781921772306,Children Books;Islamic,20,31,English,SALE,"In?Forgiving Others?Ali's friend Faisal shows him that good friends always forgive each other, which really isn't that hard. There are good lessons in that for children (and adults too).",ALI GATOR,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788415399/rewaya_books/gnve5ekrtx1dqdue09xf.webp,1296
Akhlaaq Building Series - Forgiving Others,Ali Gator,9781921772337,Children Books;Islamic,22,24,English,SALE,"Saaliha lends her friend her favorite pencil, but she accidentally loses it. How will Saaliha react? Will she get angry at her friend? No, Saaliha shows us the best way to act when something like this happens. Saaliha learns that controlling your anger isn't that difficult, and you can too.",ALI GATOR,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788415400/rewaya_books/cpnonejc1qidaoxzaurw.webp,1297
Akhlaaq Building Series - Controlling Your Anger,Ali Gator,9781921772344,Children Books;Islamic,22,5,English,SALE,"Saaliha and her younger brother Ali both like to help their mother with little things around the house. They know that if they are good to their mother and father, Allah will give them the best of rewards. It may not seem like much, but small actions can be of big importance.",ALI GATOR,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788415401/rewaya_books/n04ilenvyzjp6hu6efxk.webp,1298
Akhlaaq Building Series -Respecting Your Mother,Ali Gator,9781921772351,Children Books;Islamic,22,6,English,SALE,"When Saaliha and her younger brother Ali go and visit the orphans, they are so happy to meet such nice children. Now Saaliha and Ali now have new friends.",ALI GATOR,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788415402/rewaya_books/ixxzlh4ukt736dka85dw.webp,1299
Akhlaaq Building Series - Caring For Orphans,Ali Gator,9781921772368,Children Books;Islamic,22,44,English,SALE,Ibn Yunus is known as one of the greatest astronomers of all time. He was the first man to calculate when a solar eclipse would take place. A crater on the moon was named after him.,ALI GATOR,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788415403/rewaya_books/vkftz2onnnkrhcpfzzc0.webp,1300
Ibn Yunus - The Father of Astronomy,ali Gator,9781921772375,Children Books;Islamic,22,43,English,SALE,"Long before planes or trains were invented, Ibn Battuta went on a remarkable 30 year journey, including four trips to Hajj, travelling over 100,000 kilometres.",ALI GATOR,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788415404/rewaya_books/ocaw5kr8yianpjwjrxlb.webp,1301
Ibn Battuta - The Great Traveller,Ali Gator,9781921772382,Children Books;Islamic,22,40,English,SALE,Ibn Al-Baitar dedicated his life to learning about the cures in plants and natural medicine. He discovered over 300 kinds of plants that could be made into medicine.,ALI GATOR,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788415405/rewaya_books/tboh6i5rtwxiiaoerqau.webp,1302
Ibn Al-Baitar - Doctor of Natural Medicine,Ali Gator,9781921772399,Children Books;Islamic,22,52,English,SALE,"Ibn Majid loved sailing the open seas and discovering new places. This famous Muslim invented the compass, and is known as one of the great explorers of his time.",ALI GATOR,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788415406/rewaya_books/k7nqhhg97jwxfw606it8.webp,1303
Ibn Majid - The Master Navigator,Ali Gator,9781921772405,Children Books;Islamic,22,52,English,SALE,"In a place that is bigger than all the earth and all the skies, Allah has created Jannah. It is invisible to us. Oh what a beautiful place Jannah must be!",ALI GATOR,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788415407/rewaya_books/gayixir7fhojciidrtsn.webp,1304
Amazing Jannah - Ali Gator,Ali Gator,9781921772498,Children Books;Islamic,20,66,English,SALE,"The inspiring story of Princess Aziza ?The Mighty? whose name comes from the attributes of Allah, Asma ul Husna (The 99 Names of Allah). Princess Aziza must find the purple orchid to help cure her sick mother. Is she strong enough to overcome the challenges she faces? Can she find it and bring it home in time to help her mother get better? This book will In Sha-Allah (God Willing) instil into the young reader?s mind and heart the importance of being strong and to persevere for those things that are important in our life, e.g. taking care of a sick parent. Beautifully illustrated with the highest gloss presentation finish. The finest quality production that will stir the emotions of every young girl. The Princess Series has already become a hit across USA breaking all sales records.",ALI GATOR,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788415408/rewaya_books/ujavl19e3ycx07ltqwmf.webp,1305
Princess Aziza And The Purple Orchid,Ali Gator,9781921772009,Children Books,22,9,English,SALE,"Inspired by the attributes of Allah, Asma ul Husna (The 99 Names of Allah) Princess Noura ?The Light? will encourage young readers to have faith in Allah that he will be there to protect you and watch over you. Princess Noura is faced by robbers, and where she thinks there is no one to protect her, there is always protection sent by Allah, even from a bright, night friend. This book will Insha-Allah (God Willing) help develop the young reader?s understanding of putting their trust in Allah, in all of life?s situations. Beautifully illustrated with the highest gloss presentation finish. The finest quality production that will stir the emotions of every young girl The Princess Series has already become a hit across USA breaking all sales records.",ALI GATOR,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788415409/rewaya_books/wjuaq8gtdayn2duvhusr.webp,1306
Princess Noura And The Monster In The Sky,Ali Gator,9781921772016,Children Books,22,5,English,SALE,"Princess Karima? The Generous? Gets her name from one of the attributes of Allah, Asma ul Husna (The 99 Names of Allah). There has been an earthquake in the far corner of the kingdom and Princess Karima?s heart has been touched by the plight of the people in that region and she wants to help them. Princess Karima? The Generous? Wants to get supplies to the people in need, but she is confronted with a path she can?t cross, how will she deliver the supplies? This book will Insha-Allah (God Willing) encourage the young reader to develop a consciousness of Sadaqa (Charity), to help those in need. Beautifully illustrated with the highest gloss presentation finish. The finest quality production that will stir the emotions of every young girl. The Princess Series has already become a hit across Australia breaking all sales records.",ALI GATOR,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788415410/rewaya_books/odmmcgwlkhbtmgqfnv0x.webp,1307
Princess Karima And The Giant Eagles,Ali Gator,9781921772023,Children Books,22,10,English,SALE,"Awaken the young reader?s heart &amp; mind to the attributes of Allah, Asma ul Husna (The 99 Names of Allah) with this book. Princess Shahida ?The Witness? ventures to the market place and witnesses the market sellers and customers being scared by the trouble making horsemen. All the shop keepers are too frightened to do anything about the market raids. Will Princess Shahida be strong enough to stand up for the truth and to protect the people? Who are these evil horsemen? This book will Insha-Allah (God Willing) encourage young readers to stand up for what is right and to help those in need who can?t stand up for themselves. Beautifully illustrated with the highest gloss presentation finish. The finest quality production that will stir the emotions of every young girl. The Princess Series has already become a hit across USA breaking all sales records.",ALI GATOR,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788415411/rewaya_books/ucptngfojatl935s9gmy.webp,1308
Princess Shahida The Witness,Ali Gator,9781921772030,Children Books,22,8,English,SALE,This bilingual English and Arabic book series teaches children about Allah and the important people in their lives.,ALI GATOR,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788415413/rewaya_books/sebf68icturonj7ajddz.webp,1309
I Love You Allah,Ali Gator,9781921772054,Children Books;Islamic,22,1,English,SALE,"Princess Adila is going to the circus with her friend, when her cousin Prince Umar arrives &amp; also wants to go. Hmmm... She only has two tickets. What will Princess Adila do? BASED ON THE ASMA UL HUSNA (The 99 Names of Allah) these books teach good character &amp; the attributes of Allah.",ALI GATOR,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788415413/rewaya_books/h2fyox8yqetfurkdiakk.webp,1310
Princess Adila And The Circus Tickets,Ali Gator,9781921772092,Children Books,22,7,English,SALE,Princess Latifa and the Angry Spider One of Princess Latifa?s friends falls into a spider?s web &amp; is bitten by a spider. Everyone is worried for the friend &amp; scared of the angry spider. What can Princess Latifa do to fix the spider?s web &amp; help her friend get better? BASED ON THE ASMA UL HUSNA (The 99 Names of Allah) these books teach good character &amp; the attributes of Allah. 24 pgs,ALI GATOR,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788415414/rewaya_books/syexry1yarbhjw5pcrmo.webp,1311
Princess Latifa And The Angry Spider,Ali Gator,9781921772108,Children Books,22,11,English,SALE,"Princess Haleema and the Ring Queen Aisha must choose one of her three daughters to be the next Queen. She asks them all a very important question. Although Princess Haleema is the youngest of the three sisters, will her answer be the right one? BASED ON THE ASMA UL HUSNA (The 99 Names of Allah) these books teach good character &amp; the attributes of Allah.",ALI GATOR,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788415415/rewaya_books/xnqlnlcvx1tbgezsw98m.webp,1312
Princess Haleema And The Ring,Ali Gator,9781921772115,Children Books,22,40,English,SALE,"Princess Rasheeda and the Perfect Present When Princess Rasheeda gave a large necklace to Prince Hakeem, all the other guests laughed at her. But when an intruder dressed as a palace guard shoots an arrow directly at Prince Hakeem, no one is laughing anymore. BASED ON THE ASMA UL HUSNA (The 99 Names of Allah) these books teach good character &amp; the attributes of Allah. 24 pgs",ALI GATOR,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788415416/rewaya_books/s2oqlekzairvptyxxzww.webp,1313
Princess Rasheeda And The Perfect Present,Ali Gator,9781921772122,Children Books,22,18,English,SALE,Saaliha always studies hard. After school she always revises the lessons from class that day. Some days Ali tries to study with Saaliha too.,ALI GATOR,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788415417/rewaya_books/rxin4oajjfp8soz2uwyq.webp,1314
Akhlaaq Building Series - Studing Hard,Ali Gator,9781921772160,Children Books,22,30,English,SALE,"I LOVE MY MOTHER AND MY FATHER"" is the second book in the ""Loving Series"". An Arabic/English bilingual children's book series that will teach children about Allah and the important people in their lives. Transliteration table included to assist non-Arabic readers.",ALI GATOR,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788415419/rewaya_books/wbmckix3mxkxnsq9qkxy.webp,1315
I Love My Mother And My Father,Ali Gator,9781921772191,Children Books,22,31,English,SALE,I LOVE MY GRANDFATHER AND MY GRANDMOTHER? is the third book in the ?Loving Series?. An Arabic/English bilingual children?s book series that will teach children about Allah and the important people in their lives. This book develops: ? Love for our grandparents ? Word recognition ? Connection with the Arabic Language ? Appreciation for what Allah has given us Transliteration table included to assist non-Arabic readers.,ALI GATOR,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788415421/rewaya_books/nik1ewgfrdaycqt8zqf5.webp,1316
I Love My Grandfather And My Grandmother,Ali Gator,9781921772207,Children Books,22,42,English,SALE,"Abdul gets frustrated when his big sister Yasmeen won't promise to take him to the park tomorrow, she just keeps on saying IN SHA ALLAH. Abdul soon learns why Yasmeen says IN SHA ALLAH and why it is important to do so.",ALI GATOR,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788415422/rewaya_books/hoku0uf0jsrlvehdofc8.webp,1317
Taqwa Building Series - Say Insha Allah,Ali Gator,9781921772436,Children Books,25,65,English,SALE,"Giving salams?saying ""assalamu alaikum,"" or ""peace be upon you""?is the practice of a Muslim. But Abdul doesn't know this when he and his sister Yasmeen meet Yasmeen's teacher on the way to their friend's house. Abdul soon finds out about giving salams and practices everywhere he goes.",ALI GATOR,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788415423/rewaya_books/caupwg7zypwnktygehdj.webp,1318
Taqwa Building Series - Say Assalamu Alaikum,Ali Gator,9781921772443,Children Books,25,41,English,SALE,"Includes Du?as in English, Arabic and with Transliteration to assist with  remembering these daily dua?s",ALI GATOR,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788415424/rewaya_books/cvaq5aiffcwyaf0rzhnj.webp,1319
10 Duas For Home,Firhana Imam,9781921772504,Children Books;Islamic,20,2,English,SALE,"Come closer to Allah through Dhikr, (Remembering Allah). The more you remember Allah, the closer you will be to Allah, Insha Allah. Each Dhikr includes arabic, transliteration, translation and when to say the dhikr, such as 'Masha Allah', Jazak Allah Khair', 'Suban Allah', etc",ALI GATOR,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788415425/rewaya_books/xwtqkmflhxjhlb3gwszz.webp,1320
10 Ways To Remember Allah,Firhana Imam,9781921772511,Children Books;Islamic,20,3,English,SALE,"My First Ramadan Journal is the perfect way for a young Muslim to come closer to Allah during the holy month of Ramadan. Through simply daily activities they will record their Ibadah (worship), Dua, daily gratitude and good deeds!?",ALI GATOR,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788415426/rewaya_books/epx7acwe8gmtasuiq0zv.webp,1321
My First Ramadan Journal,Ali Gator,9781921772528,Children Books;Islamic,35,0,English,SALE,"On a visit to the zoo, Ashraf's parents teach him how to praise and remember Allah. Ashraf is amazed by all the wonderful creations of Allah. Now Ashraf loves Allah even more. The Salam Kids Series are books designed to encourage young children to try their best and start to implement Islamic practices into their lives. These books are not instructional! Let's always remember each child is different and that they will participate with their own capabilities.",ALI GATOR,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788415428/rewaya_books/qvos1esjjb67w0p8yflo.webp,1322
Salam Kids Remember Allah,Ali Gator,9781921772535,Children Books;Islamic,22,2,English,SALE,"When Zainab grows up she wants to be just like the Prophet Muhammad, Rasulullah (PBUH) - Peace Be Upon Him. So Zainab and her mother practice some of the things the Prophet would do in his everyday life. Now Zainab loves Rasulullah (PBUH) even more. The Salam Kids Series are books designed to encourage young children to try their best and start to implement Islamic practices into their lives. These books are not instructional! Let's always remember each child is different and that they will participate with their own capabilities",ALI GATOR,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788415429/rewaya_books/drwx7vnhc3frrnuzh6yq.webp,1323
Salam Kids Love Rasulullah (PBUH),Ali Gator,9781921772542,Children Books;Islamic,22,7,English,SALE,"Ashraf is excited to be fasting for the first time. He hopes he can make it through the whole day, but he seems to be always hungry. There's a lot to learn about fasting and Ashraf is doing his best to please Allah.",ALI GATOR,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788415430/rewaya_books/k9vqkjrlkrizbdiz8ynn.webp,1324
Salam Kids Learn About Fasting,Ali Gator,9781921772559,Children Books;Islamic,22,12,English,SALE,There is always something going on when Ashraf is around. Even though Ashraf is still young he loves to make Wudu and practice Salah with his family. The Salam Kids Series are books designed to encourage young children to try their best and start to implement Islamic practices into their lives.These books are not instructional! Let's always remember each child is different and that they will participate with their own capabilities.,ALI GATOR,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788415431/rewaya_books/bmwhaqkcmdiblvasr4yn.webp,1325
Salam Kids Practice Wudu And Salat,Ali Gator,9781921772566,Children Books;Islamic,22,50,English,SALE,"This book is dedicated to all the mothers. To be a mother is truly a blessing from Allah. Read this book along with your child and let them know about your love for your parents (their grand parents). Remind them how no one has cared for you or loved you like your mother. May Allah reward all the mothers for their countless hours of sacrifice, patience and unlimited love. Ameen.",ALI GATOR,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788415433/rewaya_books/pvrublcl7zmfnu0nmywf.webp,1326
My Mother Is My Hero,Aminah Mustari,9781921772573,Children Books,22,4,English,SALE,"After finding a pearl necklace on the beach one day, Princess Aliya asked her friends if any of them had lost a necklace.",ALI GATOR,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788415435/rewaya_books/fa8f7q43vgclo1cgvhru.webp,1327
Princess Aliya And The Pearl Necklace,Ali Gator,9781921772580,Children Books,22,10,English,SALE,"he King held a contest where every prince and princess in the Kingdom was given a bird?s egg and a special seed, including Princess Sabreen. Princess Sabreen waited patiently, but nothing happened.",ALI GATOR,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788415436/rewaya_books/i8f46siotbs6wppnaxxy.webp,1328
Princess Sabreen And The King's Contest,Ali Gator,9781921772597,Children Books,22,8,English,SALE,"Ali Gator's ""Welcome Ramadan Coloring Book"" is a beautiful and imaginative tool that educates children about the significance of Ramadan in a fun way. The book is divided into 24 colorful pages, each with distinctive artwork and a brief explanation of various aspects of Ramadan.",ALI GATOR,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788415438/rewaya_books/btlcptwekyruff1kslaf.webp,1329
Welcome Ramadan Colouring Book,Ali Gator,9781921772641,Children Books,15,0,English,SALE,"Ibn Sina is probably the most famous of all Muslim Scientists. His early understanding of medicine, healing and surgery set him apart from everyone else in his field. Rightfully he is known as ""The Father of Modern Medicine"".",ALI GATOR,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788415439/rewaya_books/c5udwnrswj0xkdawtv21.webp,1330
Ibn Sina The Father Of Mordern Medicine,Ali Gator,9781921772658,Children Books,22,60,English,SALE,"Ibn Khaldun was more than just one of The Great Historians of all time. This man was also a supreme judge, government minister, social scientist, political expert and Hafiz Al Qur'an.",ALI GATOR,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788415440/rewaya_books/tch7h2yhf0ptf977gfg9.webp,1331
Ibn Khaldun The Great Historian,Ali Gator,9781921772665,Children Books,22,40,English,SALE,"Ramadan is a month of fasting, extra prayers, du?a, and doing good deeds. It is a special time of year for all Muslims.",ALI GATOR,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788415441/rewaya_books/ye7nyephix0csalyto8v.webp,1332
10 Things I Love About Ramadan,Firhana Imam,9781921772672,Children Books,20,0,English,SALE,Ibn Al-Haitham was the first person to explain to the world how the eyes see things. There is even an asteroid named after him.,ALI GATOR,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788415443/rewaya_books/rippcfzlkyvn0d8riext.webp,1333
Ibn Al Haitham The Father Of Optics,Ali Gator,9781921772689,Children Books,22,64,English,SALE,"The Muslim Scientist Series introduces children to great scientists, scholars and adventurers from the Golden Age of Islam. Al-Khazini's early understanding of weights and scales, along with the effect of gravity is the basis of mechanical engineering today.",ALI GATOR,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788415444/rewaya_books/hwnsv877h7bnst0aefns.webp,1334
Al Khazini Founder Of Gravity Theory,Ali Gator,9781921772696,Children Books,22,70,English,SALE,First of its kind Dua book for children. Covering all the essential Dua (Supplications) for Ramadan! Ideal for 3-8 yrs old,ALI GATOR,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788415446/rewaya_books/rzgi5kutszbhfmp8izwk.webp,1335
10 Duas For Ramadan,Firhana Imam,9781921772702,Children Books;Islamic,20,0,English,SALE,"? ?? ?? ?? 8 year old Melek always finds answers. Some are under her super hijab.For others she needs the help of newcomer Tien who draws fantastic worlds as an escape, dress-ups-guru Lily or even soccer-mad Zac who NEVER agrees with her. Melek wants to start her own Aussie Rules girls? football team. Unable to find a book character in a hijab for the Book Parade, Melek writes her own, with illustrations by awesome Tien.Their classroom has Fab Science projects,a Rainbow Reading Chair and a Corridor of Characters. Plus Zac?s Reading Rat. Melek solves all problems, even rescuing Zac in the pool. And luckily her fashionista mother designs club colour-coded hijabs for footy fans.?? ?",ALI GATOR,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788415447/rewaya_books/z0km7c98o1mtghiqzp7t.webp,1336
Hijabi Girl - Making Friends,Hazel Edwards,9781921772719,Children Books;Islamic,39,7,English,SALE,"A selection of poems written over a few years by a mother to her son, in response to the many questions and conversations they had about Allah's Existence, Presence, Knowledge and so much more. A beautiful gift for any child starting their journey of discovering God (Allah).",ALI GATOR,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788415449/rewaya_books/erlhm2rnf6kelhodnknw.webp,1337
Allah Is God,Yasmin Nordien,9781921772726,Children Books;Islamic,35,7,English,SALE,"Ali wants nothing more than to impress his teacher Mr. O'Reilly with the most amazing project on Rome. Who would want a boring written report when a real live battle with trained gladiators was an option? Bear tries to warn him, but when it comes to Ali's imagination, there is little anyone can say to change his mind. Let's just hope Cheeto the ""ferocious"" cat makes it out in one piece! Ages 8+",ALI GATOR,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788415450/rewaya_books/alnue2afb1wytvrizpts.webp,1338
