title,author,isbn,categoryName,price,stock,language,ribbon,description,publisher,coverImage,sortOrder
The Broker,John Grisham,9780099599128,Children Books,45.0,1,English,,"After six years in prison, a Washington power broker suspected of knowing state secrets is pardoned by the outgoing President, under pressure from the CIA. They free the Broker, relocate him, then wait to see who will kill him.",Random House,https://static.wixstatic.com/media/f18b65_4c29b99bc07c4324983d1c2755a16407~mv2.png,2644
The Best of Sherlock Holmes,Arthur Conan Doyle,9781509896394,Children Books,44.0,2,English,,"Deciphering cryptic messages, investigating mysterious events and solving crimes that have defeated Scotland Yard, Holmes is at his best in this collection of 15 stories, including The Red-Headed League and The Speckled Band.",Pan Macmillan,https://static.wixstatic.com/media/f18b65_794d79ad9e4043b3a369a3b2a1368659~mv2.jpg,2645
A Tale of Two Cities.,Charles Dickens,9781509896424,Children Books,44.0,1,English,,"Described by Dickens as 'the best story I have written', A Tale of Two Cities interweaves thrilling historical drama with heartbreaking personal tragedy. It vividly depicts a revolutionary Paris running red with blood, and a London where the poor starve. In the midst of the chaos two men - an exiled French aristocrat and a dissolute English lawyer - are both redeemed and condemned by their love for the same woman, as the shadow of La Guillotine draws closer...",Pan Macmillan,https://static.wixstatic.com/media/f18b65_d78eff74072a4f38905d16fc537fcf1b~mv2.jpg,2646
Sense and Sensibility,Jane Austen,9781509896387,Children Books,44.0,0,English,,"Jane Austen explores the psychology of romantic love as she tells the story of Mrs Dashwood and her daughters Elinor and Marianne ? one full of good sense, the other prone to romantic notions.",Pan Macmillan,https://static.wixstatic.com/media/f18b65_f935b87deb714f71b49b44f17fec326c~mv2.jpg,2647
Around the World in Eighty Days.,Jules Verne,9781509896431,Children Books,44.0,1,English,,"Having made a wager in London, Phileas Fogg and his manservant Passepartout set off on a race to circumnavigate the globe in exactly 80 days. In pursuit is Detective Fix, convinced that Fogg is a bank robber.",Pan Macmillan,https://static.wixstatic.com/media/f18b65_1383a5123ac34e2287d2eef45bb82fc3~mv2.jpg,2648
One White Rabbit  A Counting Book,Macmillan Alice,9781509820559,Children Books,33.0,1,English,,"One White Rabbit: A Counting Book is a delightful introduction to numbers and counting uses characters and object from Lewis Carroll's iconic Alice's Adventures in Wonderland and Through the Looking-Glass. From 'One White Rabbit for Alice to follow' to 'Five grins from the Cheshire Cat', and 'Nine tarts made by the Queen', this is a really charming book.",Pan Macmillan,https://static.wixstatic.com/media/f18b65_e11c2eff8d8947c29f2e90f5c334f4b8~mv2.jpg,2649
Baby's Very First Library  DK,Box Set Containing 18 Board Books,9780241376911,Children Books,359.0,0,English,,"A collection of 18 board books full of familiar things for babies to look at as they learn all about the world around them. From colors and numbers to words and wild animals, all of these sturdy books have appealing artwork, simple words to read aloud and stunning photographs. There is so much to explore in all these books.",Riverside,https://static.wixstatic.com/media/f18b65_bd7ea91111894aca9c11effc5356a5bd~mv2.jpg,2650
The 7 Habits Of Highly Effective People,Stephen R. Covey,9781471165085,Children Books,55.0,0,English,,"Considered one of the most inspiring and impactful books ever written, The 7 Habits of Highly Effective People has captivated readers for 25 years. It has transformed the lives of Presidents and CEOs, educators and parents - in short, millions of people of all ages and occupations have used its step-by-step pathway to adapt to change and to take advantage of the opportunities that change creates.",Simon &amp; Schuster,https://static.wixstatic.com/media/f18b65_d922a343c1cc409c80a81da658fc889c~mv2.png,2651
DK Eyewitness  Ocean,DK,9780241424964,Children Books,39.0,0,English,,From the craft that investigated the wreck of the Titanic to how octopuses make use of jet propulsion-Eyewitness Ocean lets your child learn all about the secret watery world that covers most of our planet and the incredible creatures that live within it!,DK,https://static.wixstatic.com/media/f18b65_75de9e111a1f4d22bcc4df84ce94ae66~mv2.jpg,2652
DK Eyewitness  Shakespeare,DK,9780241380529,Children Books,39.0,0,English,,"Visually stunning and packed full of facts, DK Eyewitness books are perfect for school projects and home learning. To discover more history, from ancient empires to the World Wars, plus a huge range of other subjects, go to www.dk.com",DK,https://static.wixstatic.com/media/f18b65_182170e903a141d28877b4014504174c~mv2.jpg,2653
First French Dictionary.,DK,9780241448212,Children Books,55.0,0,English,,"Each French word is supported by a photo, encouraging visual learning, and a pronunciation, so that children aged 6 and up can get to grips with French.",DK,https://static.wixstatic.com/media/f18b65_4d88b3314caf417b9f24c0e61babd6ba~mv2.jpg,2654
Batman A Visual History,DK,9781409344056,Children Books,193.0,0,English,,"Explore Batman's fascinating story decade by decade, year by year, month by month. From Batman's beginning in 1939 to his 75th anniversary, this book showcases Batman's evolution from a DC Comics vigilante crime-fighter to global superhero. Packed with original, full-colour artwork, in-depth profiles, storylines and events plus all Gotham City's iconic heroes and villains, including Robin, the JLA, the Joker and Catwoman.",DK,https://static.wixstatic.com/media/f18b65_0404d7aa156444499e5df110354a48ef~mv2.jpg,2655
Dinosaur A to Z.,DK,9780241372715,Children Books,83.0,1,English,,An alphabetical line-up of the most incredible dinosaurs to have walked the Earth - from Abelisaurus to Zuniceratops!,DK,https://static.wixstatic.com/media/f18b65_be309e6dd8cc404286c366ebf1983286~mv2.jpg,2656
The Amazing Book of My Little Pony,DK,9780241309056,Children Books,55.0,1,English,,"Children will love discovering more about the land of Equestria in this early years reference book. Large pictures, fun fold-out pages and short, simple sentences bring the characters to life for children aged 5 plus.",DK,https://static.wixstatic.com/media/f18b65_6c70683d2b424488ba3b18fc4b0ed3a3~mv2.jpg,2657
Tom Gates   What Monster,Liz Pichon,9781407179865,Children Books,72.0,0,English,,"The fifteenth title in the bestselling Tom Gates series of books from the brilliantly talented Liz Pichon. What's that? A MONSTER? How has this scary beast escaped into Tom's sort-of-normal world? Is it one of his doodles? Is it Delia on the rampage? Or is it Mr Fullerman at full moon? All will be revealed in this book. According to Tom, it contains: MONSTERS - MYSTERY - A MUSIC FESTIVAL - MISSING STUFF. Oh, and also a very strict supply teacher who is every kid's nightmare. Is _that_ the monster? But you're not scared of monsters, are you? So don't let it put you off!   Tom Gates is a series of books in diary form Full of Tom s doodles and pictures &amp; his amazing sense of humour The Brilliant World of Tom Gates, was the winner of the Roald Dahl Funny Prize! Perfect gifts for boys &amp; girls who love to laugh themselves silly The first series of The Brilliant World of Tom Gates won the Scottish BAFTA for Entertainment!   TOM GATES BOOKS Brilliant World of Tom Gates (book 1) Tom Gates: Excellent Excuses (And Other Good Stuff) (book 2) Tom Gates: Everything's Amazing (sort of) (book 3) Tom Gates: Genius Ideas (mostly) (book 4) Tom Gates is Absolutely Fantastic (at some things) (book 5) Tom Gates: Extra Special Treats (not) (book 6) Tom Gates: A Tiny Bit Lucky (book 7) Tom Gates:Yes! No. (Maybe...) (book 8) Tom Gates: Top of the Class (Nearly) (book 9) Tom Gates: Super Good Skills (Almost...) (book 10) Tom Gates: DogZombies Rule (For now...) (book 11) Tom Gates: : Family, Friends and Furry Creatures (book 12) Tom Gates: Epic Adventure (kind of) (book 13) Tom Gates: Biscuits, Bands and Very Big Plans (book 14) Tom Gates: What Monster? (book 15) Tom Gates: Mega Make and Do and Stories Too! (book 16) Tom Gates: The Music Book",Riverside,https://static.wixstatic.com/media/f18b65_d2c8383da27d400f9f73fe696bdb0c40~mv2.jpg,2658
Fingerlings Ultimate Sticker Collection,DK,9780241377963,Children Books,44.0,1,English,,"Read about your favourite Fingerlings characters, including Bella and Boris, Marge, Kingsley and Gigi, and meet exciting new characters such as the Glitter Girls. Find out all about each Fingerling, including their BFFs, hobbies and adventures. Learn all about their amazing home in Melody Village, and the different Fingerlings animals that live there. Discover how bubbly Gigi has fun with her unicorn friends, how Kingsley the cool sloth likes to chill out, and what Bella the busy monkey does in a day.",DK,https://static.wixstatic.com/media/f18b65_b725e9e0eaad47b6bf7b28d4129f2410~mv2.jpg,2659
Eragon,Christopher Paolini,9780552577465,Children Books,44.0,1,English,,"The fifteenth title in the bestselling Tom Gates series of books from the brilliantly talented Liz Pichon. What's that? A MONSTER? How has this scary beast escaped into Tom's sort-of-normal world? Is it one of his doodles? Is it Delia on the rampage? Or is it Mr Fullerman at full moon? All will be revealed in this book. According to Tom, it contains: MONSTERS - MYSTERY - A MUSIC FESTIVAL - MISSING STUFF. Oh, and also a very strict supply teacher who is every kid's nightmare. Is _that_ the monster? But you're not scared of monsters, are you? So don't let it put you off!   Tom Gates is a series of books in diary form Full of Tom s doodles and pictures &amp; his amazing sense of humour The Brilliant World of Tom Gates, was the winner of the Roald Dahl Funny Prize! Perfect gifts for boys &amp; girls who love to laugh themselves silly The first series of The Brilliant World of Tom Gates won the Scottish BAFTA for Entertainment!   TOM GATES BOOKS Brilliant World of Tom Gates (book 1) Tom Gates: Excellent Excuses (And Other Good Stuff) (book 2) Tom Gates: Everything's Amazing (sort of) (book 3) Tom Gates: Genius Ideas (mostly) (book 4) Tom Gates is Absolutely Fantastic (at some things) (book 5) Tom Gates: Extra Special Treats (not) (book 6) Tom Gates: A Tiny Bit Lucky (book 7) Tom Gates:Yes! No. (Maybe...) (book 8) Tom Gates: Top of the Class (Nearly) (book 9) Tom Gates: Super Good Skills (Almost...) (book 10) Tom Gates: DogZombies Rule (For now...) (book 11) Tom Gates: : Family, Friends and Furry Creatures (book 12) Tom Gates: Epic Adventure (kind of) (book 13) Tom Gates: Biscuits, Bands and Very Big Plans (book 14) Tom Gates: What Monster? (book 15) Tom Gates: Mega Make and Do and Stories Too! (book 16) Tom Gates: The Music Book",Corgi,https://static.wixstatic.com/media/f18b65_1c58536674fa41ab9807a95a17b3f47a~mv2.jpg,2660
Pokemon Diamond & Pearl Adventure-7,Ihara Shigekatsu,9781421534916,Children Books,35.0,1,English,,"New friends, new lands, and all-new Pok mon: Return to one of the greatest adventures!"
Most kids spend their days at school, but not Hareta. Raised in the wild by Pok mon, he can climb as high as an Aipom, swim as fast as a Magikarp, and even eat bark like a Bidoof!
Go for Giratina!
Hareta's father urges him to hurry up and find the Legendary Pok mon Giratina. But someone else is on the trail! Then Cyrus goes missing. Is he in need of a rescue? Plus--a Pok mon is born!
All this and a bonus story," Return to Hareta's Home Forest!,VIZ Media,https://static.wixstatic.com/media/f18b65_04244c9e64824fcc84fd48c7b270fc34~mv2.jpg,2661"
Pokemon Adventures-16,Hidenori Kusaka,9781421535500,Children Books,35.0,0,English,,Awesome adventures inspired by the best-selling Pok mon Ruby and Sapphire video games!
All your favorite Pok mon game characters jump out of the screen into the pages of this action-packed manga!
Ruby and Sapphire go their separate ways to achieve their dreams in just eighty days! But their paths keep crossing... While Ruby seeks a beautiful new Pok mon in Dewford Town to help him win Pok mon Contests, he runs into Sapphire who is challenging the local Gym Leader to improve her Pok mon battle skills. Together, our intrepid Trainers attempt to deliver an important letter. What does it say, and who is the mysterious recipient...?
Plus," can Ruby and Sapphire prevent evil Team Magma from stealing a strange new technology?!,VIZ Media,https://static.wixstatic.com/media/f18b65_13f312515493479e9b88034d3d7c3af1~mv2.jpg,2662"
Pokemon Adventures-19,Hidenori Kusaka,9781421535531,Children Books,45.0,1,English,,"Ruby is losing friends by the minute...! Why does Sapphire never want to see his face again? And why has one of his Pok mon run away? Meanwhile, the Hoenn region is on the verge of destruction as two Legendary Pok mon clash in the depths of the ocean...and only Ruby knows how to reach them to intervene."
Then," what will happen when evil Team Aqua and Team Magma team up?!,VIZ Media,https://static.wixstatic.com/media/f18b65_5d97d867781c47c2bc01fc53349c34ae~mv2.jpg,2663"
Pokemon Adventures-22,Hidenori Kusaka,9781421535562,Children Books,42.0,0,English,,Awesome adventures inspired by the best-selling Pok mon Ruby and Sapphire video games!
All your favorite Pok mon game characters jump out of the screen into the pages of this action-packed manga!
As the battle between Legendary Pok mon Groudon and Kyogre rages on, so does the battle to control the orbs that control them. Then, when tragedy strikes, long hidden secrets are revealed, and Ruby comes to a profound realization.
Now," what role will Ruby's secret sixth Pok mon play in turning things around...,VIZ Media,https://static.wixstatic.com/media/f18b65_004c5e4fa7fd42b59049f03a68e3acc2~mv2.jpg,2664"
Pokemon Adventures-26,Hidenori Kusaka,9781421535609,Children Books,35.0,0,English,,"All your favourite Pok mon game characters jump out of the screen into the pages of this action-packed manga! Meet an odd new Pokemon trainer named Emerald who claims to like Pokemon battles - but not Pokemon! How can that be? And with that attitude, how will he fare on the Pokemon Battle Frontier when he challenges powerful Factory Head Noland and impatient Pike Queen Lucy? And what Legendary Pokemon and evil organisation will become Emerald's even greater challenge.",VIZ Media,https://static.wixstatic.com/media/f18b65_1c97c41a894b4e3b89581c99422b0d97~mv2.jpg,2665
Pokemon Adventures: Diamond and Pearl/Platinum-4,Hidenori Kusaka,9781421539126,Children Books,35.0,1,English,,"Mysteries abound when a Psyduck and a Pok mon Researcher go missing. And Lady fights two epic Gym battles! If only Pearl and Diamond could stop fighting each other...! Then, what secret does Cyrus, leader of Team Galactic, seek in the ruins and relics of Celestic Town...? Plus, meet Carnivine, Floatzel, Magnezone, Drifblim, Mismagius, Bronzong and many more Sinnoh Pok mon friends!",VIZ Media,https://static.wixstatic.com/media/f18b65_2f30ae012df24bf58b73e741eda65611~mv2.jpg,2666
Sea of Strangers,Lang Leav,9781449489892,Fiction,67.0,1,English,,"Sea Of Strangers By Lang Leav Picks Up From Her Previous International Bestselling Books Including Love And Misadventure, Lullabies, And The Universe Of Us, And Sets Sail For A Grand New Adventure.  This Completely Original Collection Of Poetry And Prose Will Not Only Delight Her Avid Fans But Is Sure To Capture The Imagination Of A Whole New Audience. With The Turn Of Every Page, Sea Of Strangers Invites You To Go Beyond Love And Loss To Explore Themes Of Self-Discovery And Empowerment As You Navigate Your Way Around The Human Heart.",Andrews McMeel Publishing,https://static.wixstatic.com/media/f18b65_a65c247ef8d046c29bf6fdaa7d124cb9~mv2.jpg,2667
Supernova,Marissa Meyer,9781529030747,Fiction,48.0,1,English,,You can't wear a mask forever.
Love and Anarchy won't allow it.
With their alter egos at war, their allies at each other's throats and their feelings for one another growing, Nova and Adrian battle to keep their secret identities under wraps as their greatest fears are realized.
Anarchy is once again heading for Gatlon City, and this time it may not survive.
"Supernova is Marissa Meyer's fearless finale to the Renegade trilogy - you won't want to miss this.,Pan Macmillan,https://static.wixstatic.com/media/f18b65_a5d7d6fcdd3e42cb9f44f0780effd13b~mv2.jpg,2668"
A Court of Silver Flames,Sarah J. Maas,9781526620644,Fiction,85.0,1,English,,THE LATEST BOOK IN THE #1 BESTSELLING SERIES
'With bits of Buffy, Game Of Thrones and Outlander, this is a glorious series of total joy' STYLIST
___________________________
Sarah J. Maas's sexy, richly imagined A Court of Thorns and Roses series continues with the journey of Feyre's fiery sister, Nesta...
Nesta Archeron has always been prickly - proud, swift to anger and slow to forgive. And since the war - since being made High Fae against her will - she's struggled to forget the horrors she endured and find a place for herself within the strange and deadly Night Court.
The person who ignites her temper more than any other is Cassian, the battle-scarred, winged warrior who is there at Nesta's every turn. But her temper isn't the only thing Cassian ignites. And when they are forced to train in battle together, sparks become flame.
As the threat of war casts its shadow over them once again, Nesta and Cassian must fight monsters from within and without if they are to stand a chance of halting the enemies of their court. But the ultimate risk will be searching for acceptance - and healing - in each other's arms.
___________________________
"Sarah J. Maas's books have sold millions of copies and been translated into 37 languages. Discover the sweeping romantic fantasy that everyone's talking about for yourself.,Macmillan,https://static.wixstatic.com/media/f18b65_11579d5a19ba4819badf974010d58bb5~mv2.jpg,2669"
The Animal Atlas,Kenneth Lilly,9780241412787,Children Books,83.0,1,English,,"The Animal Atlas is packed with beautiful, life-like depictions of mammals, birds, reptiles, amphibians, and insects. Each species is carefully hand-drawn to show details of fur, feathers, or scales, while accompanying captions reveal fascinating facts about the animal's behaviour.",DK,https://static.wixstatic.com/media/f18b65_9dad4b3103c5434fb36ad6b961087089~mv2.jpg,2670
The Bird Atlas,Barbara Taylor &amp; Richard Orr,9780241412794,Children Books,83.0,0,English,,"From the Amazon Rainforest to the Arctic, this fully-fledged bird guide will take you on a guided tour, continent by continent, to meet some of the most spectacular birds in the world!",DK,https://static.wixstatic.com/media/f18b65_3cad1a8f9f3e4d109f3c4cecf1612716~mv2.jpg,2671
LEGO 100 Ways to Rebuild the World,Helen Murray,9780241458211,Children Books,55.0,1,English,,"Discover 100 fun ideas to be kind and spread joy to the world around you. Get creative with your LEGO (R) bricks and be inspired to care for others, yourself, and the planet.",DK,https://static.wixstatic.com/media/f18b65_5fed9a3fe1a640adbdb29555258c9945~mv2.jpg,2672
The Big Quiz Book,DK,9780241487372,Children Books,60.0,1,English,,"Put your general knowledge to the test, and impress your family and friends with your astonishing brainpower and trivia genius."
An addictive quiz book for all the family featuring 10,000 questions, The Big Quiz Book has something for everyone. With 10 different general knowledge categories - from Science &amp; Technology, Art &amp; Literature, and Natural History, to Food &amp; Drink, Film &amp; TV, and Sport &amp; Leisure - and three increasing levels of difficulty, it offers a fresh and up-to-the-minute quizzing experience that will educate and entertain all the family.
Bursting with fascinating facts to boost your trivia knowledge, whatever your specialist subject or your nemesis topic," The Big Quiz Book is perfect for home entertainment and virtual pub quizzes. You won't be able to put it down!,DK,https://static.wixstatic.com/media/f18b65_11c34e679f424752b3b8c0e607e399c6~mv2.jpg,2673"
English for Everyone Junior: Beginner's Course,DK,9780241415047,Children Books,85.0,1,English,,"The perfect introduction to English vocabulary and grammar, English for Everyone Junior- Beginner's Course provides children aged 6-9 with the support they need as they take the first steps towards learning English as a foreign language.",DK,https://static.wixstatic.com/media/f18b65_818586980e014e3bad97220f39ef5b2f~mv2.jpg,2674
Fish,Brendan Kearney,9780241439470,Children Books,39.0,0,English,,"Through this charming story children will become aware of the growing problem of trash polluting the ocean. Fish highlights the issues with a simple and engaging illustrated narrative, and also suggests a solution in the form of recycling.",DK,https://static.wixstatic.com/media/f18b65_a2c423b6753740ab803eea207e61b7d6~mv2.jpg,2675
Time to Sleep Little One,DK,9780241423677,Children Books,39.0,1,English,,"Filled with starry, night-time pictures, this captivating board book will help babies and toddlers settle down to sleep. They will love the soothing bedtime rhyme about night falling, the stars and moon shining, and the animals all cosy in their beds - the baby birds are in their nest, the rabbits are cuddling, the little kittens are sleepy, the happy puppy is dreaming, and the magical teddy bear moon glows softly as children listen to the words and are tucked up in bed, warm and snug.",DK,https://static.wixstatic.com/media/f18b65_94e8544e5d044f3e94908adc5ac884f4~mv2.jpg,2676
Inventors,Robert Winston,9780241412466,Children Books,94.0,0,English,,"Step into Leonardo da Vinci's workshop, relax on board Hideo Shima's speedy bullet train, and join movie star Hedy Lamarr to bounce ideas around in between takes. Inventors looks at the towering achievements of more than 50 inventors in great detail. The stories are as unusual as they are unique. From Mr. Kellogg, who accidentally created cornflakes after leaving grains boiling for too long, to the ancient Turkish polymath Ismail al-Jazari, who decided the best way to power a clock was with a model elephant, to Sarah E. Goode's fold-up bed space-saving solution--the inventors of this book have all used tons of creativity to find ways to improve our world. These groundbreaking inventions include the...show more",DK,https://static.wixstatic.com/media/f18b65_23580209bdd64fedaec49f10ca08b00c~mv2.jpg,2677
Timelines from Black History,Foreword by Mireille Harper,9780241503614,Children Books,72.0,1,English,,"From Frederick Douglass to Oprah Winfrey, and the achievements of ancient African kingdoms to those of the US Civil Rights Movement, Timelines From Black History: Leaders, Legends, Legacies takes kids on an exceptional journey from prehistory to modern times.",DK,https://static.wixstatic.com/media/f18b65_1897923efd0c4f44aaa3f60bbb481644~mv2.jpg,2678
Stephen Biesty's Incredible Body Cross-sections,Stephen Biesty and Richard Platt,9780241403457,Children Books,83.0,1,English,,How does the body protect itself from infections? What makes your tummy rumble? Are you taller at the beginning or end of the day?,DK,https://static.wixstatic.com/media/f18b65_a049c0a6b0344130bfd7e77576eb248a~mv2.jpg,2679
All About Maths,Johnny Ball,9780241479094,Children Books,50.0,1,English,,"All about Maths helps make maths magically simple, from pi, the amazing number that unlocks the secret of circles and spheres, to perfect proportions - did you know Leonardo da Vinci figured out that a person's ear is one-third the length of their face? Along the way, you'll meet some of the most brilliant mathematical thinkers from history who have used numbers to make sense of the world. Discover how Pythagorus came upon his famous theorem, and how Galileo the Great became the father of clocks.",DK,https://static.wixstatic.com/media/f18b65_9a18a07f2f314d58bf197ef043bd329f~mv2.jpg,2680
What's the Point of Maths?,DK,9780241343524,Children Books,72.0,0,English,,"This book unpacks how maths is an essential part of our everyday life in ways that you never thought of. Crazy facts, magic tricks, mathematical brainteasers and beautiful illustrations show you that maths is interesting, fun, and unintimidating!",DK,https://static.wixstatic.com/media/f18b65_64da272b6672454ba9ef698084052cb4~mv2.jpg,2681
What's the Weather?,Fraser and Judith Ralston,9780241459508,Children Books,55.0,0,English,,"Ever wondered what causes thunderstorms, how snowflakes form, or why our climate is changing? Get all the answers to these questions and more in this children's book about the weather!",DK,https://static.wixstatic.com/media/f18b65_bcf3ed2767dd4b48a33a9e939e1fa510~mv2.jpg,2682
Music and How it Works,DK,9780241411605,Children Books,72.0,0,English,,"Budding music fans will love discovering musical geniuses of every era, from Mozart and classical music to Bowie and pop, as well as finding out how music is created and what links it all together.",DK,https://static.wixstatic.com/media/f18b65_7f78d2cfc9e84a5dbda999b6e887083c~mv2.jpg,2683
Periodic Table,DK,9780241413029,Children Books,28.0,0,English,,"Discover all the major elements of the periodic table, arranged in chapters according to their group, including alkaline earth metals, lanthanides, and noble gases. Every important element - from hydrogen via carbon, oxygen, and gold to oganesson (that's element number 118) - is presented here.",DK,https://static.wixstatic.com/media/f18b65_53f37d78d81647818fbfb60c0df7f10f~mv2.jpg,2684
What are Little Girls Made Of?,Jeanne Willis,9781788004466,Children Books,60.0,0,English,,"Award-winning author, Jeanne Willis, revamps your favourite nursery rhymes like you've never seen them before."
Think you know your favourite classic nursery rhymes? Read this hilarious picture book with a feminist twist and think again! In this witty reworking of popular nursery rhymes, Georgie Porgie doesn't dare to make the girls cry, Little Bo-Peep's sheep are all present and correct, thank you, and it's the queen, OF COURSE, who fixes Humpty Dumpty. With the combination of Jeanne Willis's brilliantly funny poems and charming, witty illustrations from Isabelle Follath, these nursery rhymes prove that girls can be the heroes of any story.
This remixed nursery rhyme collection is the perfect gift book for any child (or adult!)," to read aloud or enjoy alone.,Nosy Crow,https://static.wixstatic.com/media/f18b65_69a3ab7e723f4ead847368ecd1a62f80~mv2.jpg,2685"
The Forty Rules of Love,Elif Shafak,9780241972939,Fiction,60.0,0,English,,"*The International Bestseller From The Author Of The Booker-Shortlisted Novel, 10 Minutes 38 Seconds In This Strange World** One Of The Bbc'S '100 Novels That Shaped The World'* Every True Love And Friendship Is A Story Of Unexpected Transformation. If We Are The Same Person Before And After We Loved, That Means We Haven'T Loved Enough... Ella Rubinstein Has A Husband, Three Teenage Children, And A Pleasant Home. Everything That Should Make Her Confident And Fulfilled. Yet There Is An Emptiness At The Heart Of Ella'S Life - An Emptiness Once Filled By Love. So When Ella Reads A Manuscript About The Thirteenth-Century Sufi Poet Rumi And Shams Of Tabriz, And His Forty Rules Of Life And Love, Her World Is Turned Upside Down. She Embarks On A Journey To Meet The Mysterious Author Of This Work.It Is A Quest Infused With Sufi Mysticism And Verse, Taking Ella And Us Into An Exotic World Where Faith And Love Are Heartbreakingly Explored. . . 'Enlightening, Enthralling. An Affecting Paean To Faith And Love' Metro'Colourfully Woven And Beguilingly Intelligent' Daily Telegraph'The Past And Present Fit Together Beautifully In A Passionate Defence Of Passion Itself' The Timeselif Shafak'S Latest Novel The Island Of Missing Trees Is Available For Pre-Order Now",Penguin Books,https://static.wixstatic.com/media/f18b65_a4f11995bd3c4661b2007288245656b8~mv2.jpg,2686
The Old Man and the Sea,Ernest Hemingway,9780099908401,Fiction,42.0,1,English,,"Set in the Gulf Stream off the coast of Havana, Hemingway's magnificent fable is the story of an old man, a young boy and a giant fish. It was The Old Man and the Sea that won for Hemingway the Nobel Prize for Literature. Here, in a perfectly crafted story, is unique and timeless vision of the beauty and grief of man's challenge to the elements in which he lives.",Random House,https://static.wixstatic.com/media/f18b65_82cd30411e324e64822b831facc2124d~mv2.jpg,2687
The Bastard of Istanbul,Elif Shafak,9780241972908,Fiction,54.0,0,English,,"A gripping and beautiful novel from Elif Shafak, Booker-shortlisted author of 10 Minutes 38 Seconds in this Strange World"
One rainy afternoon in Istanbul, a woman walks into a doctor's surgery. 'I need to have an abortion', she announces. She is nineteen years old and unmarried. What happens that afternoon will change her life.
Twenty years later, Asya Kazanci lives with her extended family in Istanbul. Due to a mysterious family curse, all the Kaznci men die in their early forties, so it is a house of women, among them Asya's beautiful, rebellious mother Zeliha, who runs a tattoo parlour; Banu, who has newly discovered herself as clairvoyant; and Feride, a hypochondriac obsessed with impending disaster. And when Asya's Armenian-American cousin Armanoush comes to stay, long hidden family secrets connected with Turkey's turbulent past begin to emerge.
'Wonderfully magical, incredible, breathtaking...will have you gasping with disbelief in the last few pages' Sunday Express
'A beautiful book, the finest I have read about Turkey' Irish Times
'Heartbreaking...the beauty of Islam pervades Shafak's book' Vogue
Elif Shafak's latest novel The Island of Missing Trees is available for pre-order now
show less
AED 74.7
Free delivery worldwide
Available. Expected delivery to the United Arab Emirates in 12-17 business days.
Not ordering to the United Arab Emirates? Click here.
"Product details,Penguin Books,https://static.wixstatic.com/media/f18b65_d0ce07fa8d1945da96a5b80e20c003e3~mv2.jpg,2688"
Noisy Digger Peekaboo!,NONE,9780241187807,Children Books,60.0,1,English,,"Listen to a busy diggers go chug chug, hear the crane truck go beep beep and find out what truck goes rumble rumble in Noisy Peekaboo Digger. From rumbling rollers and drilling diggers to dump trucks, let your little one discover lots of exciting diggers and the noises they make!",DK,https://static.wixstatic.com/media/f18b65_ccbde26b299d47d7abbb4ecf35a59775~mv2.jpg,2689
Noisy Farm Peekaboo!,NONE,9780241199503,Children Books,60.0,0,English,,"Noisy Farm Peekaboo!'s flaps encourage hands-on preschool play, and helps to build motor skills and confidence. The five inviting, double pages have inviting flaps that will get your toddler joining in with the fun!",DK,https://static.wixstatic.com/media/f18b65_39e65b77ff944f7bae60f3f65d94e36f~mv2.jpg,2690
A World Full of Poems,NONE,9780241413906,Children Books,110.0,1,English,,"This thoughtfully crafted anthology is perfect for children new to verse and for young poetry fans seeking out new favorites. Explore poetry from a diverse selection of contemporary and historical poets, covering a broad range of topics--from personal subjects like emotions and family, to the wonders of the natural environment. Carefully selected works encourage children to see the poetry in everything and to embrace the beauty of their everyday lives.",DK,https://static.wixstatic.com/media/f18b65_e699764b33cd407bb487ac0fa468384e~mv2.jpg,2691
Eyewitness Periodic Table,NONE,9780241299883,Children Books,45.0,3,English,,"Packed with striking new photography, Eyewitness Periodic Table walks you through all 118 elements in the periodic table. From the history of when the periodic table was first created to the scientific classification of the elements into groups, Eyewitness Periodic Table is an exhaustive guide to everything elemental.",DK,https://static.wixstatic.com/media/f18b65_06d182ee06e3447da2132010c0da7e6a~mv2.jpg,2692
The Periodic Table Book,NONE,9780241240434,Children Books,82.0,1,English,,Does your little chemist have questions about the stuff that everything is made of? This visual reference book covers each of the 118 elements and includes a glossy pull-out poster of the periodic table.,DK,https://static.wixstatic.com/media/f18b65_7b69f2661544458199304effeb578b68~mv2.jpg,2693
My Book of Stars and Planets,NONE,9780241485781,Children Books,60.0,1,English,,"From icy worlds and hot, fiery giants to the biggest telescopes and latest spacecraft, this book covers more than 40 profiles of the planets, stars, and objects in our universe. Find out all about our neighboring planets, from tiny Mercury to gigantic Jupiter. Discover what lies beyond our solar system and the stars we can see in the night sky. Learn about the latest space technology and when humans may finally land on Mars.",DK,https://static.wixstatic.com/media/f18b65_4780f4b19d9a4962bedf94ca5f493dae~mv2.jpg,2694
