title,author,isbn,categoryName,price,stock,language,ribbon,description,publisher,coverImage,sortOrder
Will the Trainers be able to join forces," or will Team Rocket finally have their victory?,VIZ Media,https://static.wixstatic.com/media/f18b65_8633ee9647b645e99f73fdefcdd5bbf6~mv2.jpg,1697"
Pokemon Adventures-14,Hidenori Kusaka,9781421535487,Children Books,40.0,0,English,,"Gold discovers what Silver's mission is and uncovers the secret identity of the masked man. A massive battle is about to begin in the Ilex Forest, and the Legendary Pok mon and the Pok dex holders will all be there.",VIZ Media,https://static.wixstatic.com/media/f18b65_710535a47c284633ba16721af9cec90a~mv2.jpg,1698
Pokemon Adventures-18,Hidenori Kusaka,9781421535524,Children Books,42.0,0,English,,All your favourite Pokemon game characters jump out of the screen into the pages of this action-packed manga!
Ruby arrives in Verdanturf Town ready to participate in his first Hoenn region Pokemon Contest. It looks like his dream of becoming the Pokemon Contest Champion is finally back on track! But soon he gets sidetracked yet again when he is asked to rescue a Trainer from a Rusturf Tunnel collapse. Could Team Magma be behind this latest unnatural disaster...?
Then, both Ruby and Sapphire begin a losing streak...
Meanwhile," the Hoenn Gym Leaders can't agree... Which group is evil? Team Magma or Team Aqua...or both?!,VIZ Media,https://static.wixstatic.com/media/f18b65_5e830eab573548b5b50f1932361b9fd9~mv2.jpg,1699"
Pokemon Adventures-25,Hidenori Kusaka,9781421535593,Children Books,45.0,1,English,,"All your favourite Pokemon game characters jump out of the screen into the pages of this action-packed manga! One of Team Rocket's Three Beasts turns against their leader Giovanni and seeks to usurp his power. Silver learns a shocking secret about his family. Red and Mewtwo hazard a daring escape. And - woah! The Team Rocket airship is about to crash-land! Then, in a battle between powerful Mewtwo and Legendary Pokemon Deoxys, who will triumph?",VIZ Media,https://static.wixstatic.com/media/f18b65_f5d95513421f4424b5a5ba6d0d85d62f~mv2.jpg,1700
Pokemon Adventures-28,Hidenori Kusaka,9781421535623,Children Books,42.0,0,English,,"All your favourite Pok mon game characters jump out of the screen into the pages of this action-packed manga! Ruby and Sapphire are back! Professor Birch sends the fabulous duo to help Emerald find the Wish Pok mon Jirachi. But first there are high-pitched Pok mon battles to fight in the Battle Dome Tournament... Then Ruby discovers something surprising about Emerald's Sceptile, and everyone learns the true identity of their archnemesis, Guile Hideout. Now, who will catch Jirachi...?",VIZ Media,https://static.wixstatic.com/media/f18b65_fa7742d258d04b2aad8552a20f2e2f36~mv2.jpg,1701
Pokemon Adventures: Diamond and Pearl/Platinum-6,Hidenori Kusaka,9781421539140,Children Books,40.0,1,English,,"Platinum gets a new Pokemon, and an old Pokemon friend gets a Trainer! Then, our trio divide and conquer. While Platinum skis the slopes and pursues her Glacier Badge, Pearl investigates Team Galactic, and Diamond stumbles upon a luxurious mansion staffed by a stuffy butler. Where could Diamond be...?! Meanwhile, what is Team Galactic member Mars doing with that mysterious flying camera...? Plus, meet Snover, Froslass, Lickilicky, Yanmega and many more Sinnoh Pokemon friends!",VIZ Media,https://static.wixstatic.com/media/f18b65_a6f733212cc5458b9cf8e93caaaab6a7~mv2.jpg,1702
Pokemon Adventures: Diamond and Pearl/Platinum-8,Hidenori Kusaka,9781421554044,Children Books,40.0,1,English,,"To prepare for their big battle, our trio of friends each need to reach out for help - from Gym Leaders to new Pokemon. Then Lady, Pearl and Diamond are finally reunited in the very heart of Team Galactic's headquarters. Can they release the three Legendary Pokemon...before it's too late? And who will take on Team Galactic's powerful leader Cyrus?! Plus, meet Electivire, Honchkrow, Chingling, Spiritomb, Dialga and Palkia!",VIZ Media,https://static.wixstatic.com/media/f18b65_bf03a2b8434e4fb9bfd4769c0712a369~mv2.jpg,1703
Pokemon the Movie: The Power of Us,Kemon Kawamoto,9781974708741,Children Books,40.0,0,English,,"This graphic novel tie-in to the second installment in the Pokemon movie series reboot, Pokemon the Movie: The Power of Us-Zeraora tells the backstory of the film's featured character, Legendary Pokemon Zeraora."
Read the exciting backstory to Pokemon the Movie: The Power of Us!
Ash and Pikachu arrive in Fula City at the start of its renowned Wind Festival and meet Margo, the mayor's daughter, and Dr. Sanzashi, a scientist. Through the magic of Dr. Sanzashi's virtual reality technology," our friends experience the history of the city firsthand and meet Legendary Pokemon Zeraora and Lugia. Why did one of the legendaries fly off never to be seen again...? And will it return in...Pokemon the Movie: The Power of Us?,VIZ Media,https://static.wixstatic.com/media/f18b65_72fd5580f8fa4efca9a84b2f2504a696~mv2.jpg,1704"
"Little People, Big Dreams - Frida Kahlo",Isabel Sanchez Vegara,9781847807700,Children Books,59.0,1,English,,"When Frida was a teenager, a terrible road accident changed her life forever. Unable to walk, she began painting from her bed. Her self-portraits, which show her pain and grief, but also her passion for life and instinct for survival, have made her one of the most famous artists of the twentieth century. This moving book features stylish and quirky illustrations and extra facts at the back, including a biographical timeline with historical photos and a detailed profile of the artist's life.",Frances Lincoln Publishers,https://static.wixstatic.com/media/f18b65_780fbc1d5c6d4bdc83d7f81b1f235818~mv2.jpg,1705
Little People Big Dreams - David Attenborough,Isabel Sanchez Vegara,9780711245631,Children Books,60.0,0,English,,"Little David grew up in Leicester on the campus of a university, where his father was a professor. As a child, he spent hours in the science library, collating his own specimens and creating a mini animal museum. When he was old enough to go to university, he studied science and zoology - but what he wanted most of all was to be close to the animals he was studying. So, he started working in television, visiting animals in their natural habitats and telling the world the untold stories of these animals. This moving book features stylish and quirky illustrati...show more",Frances Lincoln Publishers,https://static.wixstatic.com/media/f18b65_2af4728fd9a64fa4b2873f9012b8c94d~mv2.jpg,1706
Little People Big Dreams - Steve Jobs,Isabel Sanchez Vegara,9780711245761,Children Books,59.0,0,English,,"Steve Jobs grew up surrounded by inventors, in sunny Silicon Valley, California. He and his friend Stephen Wozniak channelled their love of computers into their own inventions, building a successful company from Steve's garage. Steve thought that computers were the future, and his big ideas would transform the world and the way people use technology. This inspiring book features stylish and quirky illustrations and extra facts at the back, including a biographical timeline with historical photos and a detailed profile of the brilliant businessman's...show more",Frances Lincoln Publishers,https://static.wixstatic.com/media/f18b65_3520383f97454405825d8058efb83c21~mv2.jpg,1707
Alba the Hundred Year Old Fish,Lara Hawthorne,9781787417298,Fiction,50.0,0,English,,"Alba the fish has spent her entire life collecting precious objects that drift down to the ocean floor. From delicate shells to brightly coloured coral, each year on her birthday she gathers one more precious item. But over the years, Alba notices her collection is losing its sparkle and that the world is changing. What are these bits of plastic and metal? As the coral reef fades, Alba decides to leave her home behind. Can an old fish teach the world how to bring colour back to the ocean?",Templar Publishing,https://static.wixstatic.com/media/f18b65_fc93b4e1eefd40acbadf1d1aefda3f60~mv2.jpg,1708
The Stonekeeper's Curse (Amulet #2),"Kibuishi, Kazu",9780439846837,Fiction,60.0,0,English,,"Emily and Navin's mother is still in a coma from the arachnopod's poison, and there's only one place to find help: Kanalis, the bustling, beautiful city of waterfalls. But when Em, her brother, and Miskit and the rest of the robotic crew aboard the walking house reach the city, they quickly realize that seeking help is looking for trouble, dangerous trouble.",SCHOLASTIC,https://static.wixstatic.com/media/f18b65_e6293d6f524b4e3eb3f0a550bd5c23f3~mv2.jpg,1709
The Cloud Searchers (Amulet #3),"Kibuishi, Kazu",9780545208857,Fiction,50.0,0,English,,"In the third installment of the thrilling Amulet series, Emily, Navin, and their crew of resistance fighters charter an airship and set off in search of the lost city of Cielis, which is believed to be located on an island high above the clouds. The mysterious Leon Redbeard is their guide, and there's a surprising new addition to the crew: the Elf King's son, Trellis. But is he ally or enemy? And will Emily ever be able to trust the voice of the Amulet?",SCHOLASTIC,https://static.wixstatic.com/media/f18b65_217b114ed1364e43b17a536dd6e70a63~mv2.jpg,1710
The Last Council (Amulet #4),"Kibuishi, Kazu",9780545208871,Fiction,60.0,1,English,,"Streets that were once busy are deserted, and the townspeople",SCHOLASTIC,https://static.wixstatic.com/media/f18b65_c582e71edb9a4e7ab19d6a95c7b43aaa~mv2.jpg,1711
Karen's Worst Day (Baby-sitters Little Sister Graphic Novel #3,Ann M. Martin,9781338356182,Fiction,55.0,1,English,,"Karen is having a terrible day. Her favorite jeans are missing, there's no prize in the Crunch-O cereal box, and Boo-Boo the cat won't play with her. She even gets punished and sent to her room!",SCHOLASTIC US,https://static.wixstatic.com/media/f18b65_c3b1221230744942ab479b8332935569~mv2.jpg,1712
"Out of Time (Geronimo Stilton Journey Through Time #8), Volume 8",Geronimo Stilton,9781338687125,Fiction,85.0,0,English,,"Geronimo travels through time to Alexander the Great, Cleopatra, Francis Drake, and a young Mozart.",SCHOLASTIC,https://static.wixstatic.com/media/f18b65_bf92e335e6ba482ea03917ff420c528a~mv2.jpg,1713
Pokemon Adventures-12,Hidenori Kusaka,9781421535463,Children Books,48.0,0,English,,"The three Legendary Pokemon Suicune, Raikou, and Entei are each searching for a worthy Trainer. Will they be able to find someone powerful enough to fight by their side?"
Meanwhile, Crystal and Yellow have teamed up to find a mysterious flying Pokemon. Watch out for that vortex! That's right," the same one that Gold and Silver fell into...,VIZ Media,https://static.wixstatic.com/media/f18b65_86009fcf692941ce816b4db963c55628~mv2.jpg,1714"
LARK,Anthony McGowan,9781781128435,Children Books,44.0,1,English,,"Things are tense at home for Nicky and Kenny. Their mum's coming to visit and it will be the first time they've seen her in years. A lot has changed since they were little and Nicky's not so sure he's ready to see her again. When they head for a trek across the moors to take their minds off everything, a series of unforeseen circumstances leaves the brothers in a vulnerable and very dangerous position. There might even be a chance that this time not everyone will make it home alive...",Barrington Stoke,https://static.wixstatic.com/media/f18b65_78bf2b9a38b1422984609015951845e2~mv2.jpg,1715
JANE EYRE: A RETELLING,"Landman, Tanya",9781781129128,Children Books,44.0,1,English,,"Orphaned as a child, tormented by her guardian and cast out to a harsh boarding school, Jane Eyre has been raised in the shadow of cruelty and isolation. But when she takes a job as governess in Thornfield Hall, where secrets lurk in the attic and strange laughter echoes through the night, Jane meets the elusive Mr Rochester - and her life is irrevocably transformed.",Barrington Stoke,https://static.wixstatic.com/media/f18b65_86f22b96574a4178994a00f4f0fd3c6a~mv2.jpg,1716
Anna Gain,"Bass, Guy",9781781129166,Children Books,39.0,1,English,,"Ever-punctual Anna Gain is never late, and she's certainly never late for the school bus. Every day she catches it in perfect time. But not today. After a series of absurd events cause Anna to miss the bus, she's transported one minute back in time - only to be stuck re-living the same sixty seconds again ... and again ... and again ... Is fate trying to teach Anna a lesson? And will she ever escape? A laugh-out-loud and punny take on 'Groundhog Day' from a top-notch author-illustrator pairing, particularly suitable for struggling, reluctant or dyslexic readers aged 8+",Barrington Stoke,https://static.wixstatic.com/media/f18b65_fd89a7a6932c4d88bd4abbaef3b56190~mv2.jpg,1717
The Prime of Miss Jean Brodie,"Spark, Muriel",9781781129241,Children Books,44.0,1,English,,"At an Edinburgh school in the 1930s, glamorous, outspoken Miss Jean Brodie is quite certain of her role as teacher: to devote the wisdom of her prime years to six young girls, the creme de la creme, who will receive an education of the most unique kind. Known in school as the infamous Brodie set, the girls are soon entangled in their teacher's world of unconventional ideas and manipulative schemes - destined to live in Miss Brodie's shadow for the rest of their lives. Muriel Spark's timeless and eternally modern novel of power and influence, brought to life for a new age of readers in a stunning dyslexia-friendly edition.",Barrington Stoke,https://static.wixstatic.com/media/f18b65_c6bcc0fae1704eefbee0195154245a94~mv2.jpg,1718
Featherlight,"Bunzl, Peter",9781781129180,Children Books,39.0,1,English,,"Deryn s father is the lighthouse keeper on Featherstone Island, keeping the lantern lit to protect passing boats from the treacherous rocky coastline. But when an emergency arises and her parents have to travel to the mainland for help, Deryn is left alone to keep watch over the lighthouse, and she finds herself in a terrible situation when the lamp runs out of oil during a wild storm.",Barrington Stoke,https://static.wixstatic.com/media/f18b65_8ba22b03165940e1ab88b392fee7a5de~mv2.jpg,1719
The Ghost Garden,"Carroll, Emma",9781781129005,Children Books,39.0,1,English,,"When Fran uncovers a bone in the garden of Longbarrow House on the same afternoon that Leo breaks his leg, it is just the first in a series of strange and unsettling coincidences.",Barrington Stoke,https://static.wixstatic.com/media/f18b65_08074c08d5f44158af3d122389cee250~mv2.jpg,1720
OF MICE AND MEN,John Steinbeck,9781781125939,Children Books,44.0,0,English,,"Savvy George and gentle giant Lennie are drifters, hustling for a living in a string of dead-end jobs. George looks out for Lennie as they move from town to town, running from trouble and dreaming big. A place of their own, a piece of land, a bit of money. But trouble follows Lennie like a shadow, and George has his work cut out to keep him safe.John Steinbeck's classic novel in a super-readable format with dyslexia-friendly features that more readers can access and enjoy.",Barrington Stoke,https://static.wixstatic.com/media/f18b65_a3671df129bb4bde933b7e03b3671ad0~mv2.jpg,1721
MY NAME IS NOT REFUGEE,Kate Milner,9781911370062,Children Books,39.0,1,English,,"A young boy discusses the journey he is about to make with his mother. They will leave their town, she explains, and it will be sad but also a little bit exciting. They will have to say goodbye to friends and loved ones, and that will be difficult. They will have to walk and walk and walk, and although they will see many new and interesting things, it will be difficult at times too. A powerful and moving exploration that draws the young reader into each stage of the journey, inviting the chance to imagine the decisions he or she would make. From the winner of the V&amp;A Student Illustration Award 2016.",Bucket List,https://static.wixstatic.com/media/f18b65_ab6b9f04989042d9923564778549f398~mv2.jpg,1722
The Little Book of Dinosaur Sounds,"Buckingham, Caz &amp; Pinnington, Andrea",9781908489456,Children Books,72.0,0,English,,Rumble! Hiss! Squawk! Thwack! Travel back 65 million years and more to find out what these extraordinary giant creatures sounded like from the trombone-like call of Parasaurolophus to the low-frequency rumble of T-Rex.,Fine Feather Press,https://static.wixstatic.com/media/f18b65_df730d9e9a7946dba0dfa6f3ff239916~mv2.jpg,1723
Hilda: The Official Trolberg Book of Beasts,Emily Hibbs,9781911171584,Children Books,83.0,1,English,,"Deep in the Trolberg Library is a book that tells of giants and elves, woffs and deer foxes, and all manner of creatures from the Wilderness to the centre of town. Dedicated adventurers can find out all about them from Hilda's very own copy of the book - and she's made a lot of helpful additions!",Flying Eye Books,https://static.wixstatic.com/media/f18b65_831b9bc0e9d54b4ebe668b4a17dcaa49~mv2.jpg,1724
HILDA &  THE STONE FOREST,Luke Pearson,9781911171713,Children Books,44.0,1,English,,"Hilda may be grounded, but that won t stop her from heading off on another daring adventure! But everything is thrown off course when her mother catches her and is dragged along for the ride. Furious with each other, the bickering pair find themselves lost in the land of the trolls, forced to embark on a dangerous journey to make their way home. And to make matters even more difficult, Hilda has to do so ...as a troll?",Flying Eye Books,https://static.wixstatic.com/media/f18b65_aae21c8bf6724d76bea824be77e34d53~mv2.jpg,1725
HILDA AND THE BLACK HOUND,Luke Pearson,9781911171072,Children Books,44.0,1,English,,"The fourth in Luke Pearson's acclaimed series of magical adventures starring Hilda, our favourite blue-haired heroine - now in paperback! Hilda stumbles upon Tontu, a lost house spirit. Plunged into the secret world of the Nisse, Hilda discovers hidden passages that only the house spirits can navigate... and something has been ransacking them all!",Flying Eye Books,https://static.wixstatic.com/media/f18b65_5481a5426923428694a00bd3bc36771a~mv2.jpg,1726
SHY ONES,Simona Ciraolo,9781912497355,Children Books,66.0,1,English,,"This delicate picture book about a quiet little octopus that keeps to himself in a school of lively fish explores the topic of shyness and friendship. Stunningly illustrated by bestselling creator of Hug Me, Simona Ciraolo, this book is sure to resonate with young children across the world, particularly those who are just starting school.",Flying Eye Books,https://static.wixstatic.com/media/f18b65_98250bb24888437dba02e186b627ed1a~mv2.jpg,1727
HILDA AND THE WHITE WOFF,Luke Pearson,9781838740290,Children Books,39.0,1,English,,"Our favourite blue-haired heroine has to find and rescue Mum before she's eaten by a troll. This means entering the Rock Forest, where Hilda will come across some amazing creatures. Along the way, We'll discover the story behind Twig and Hilda's very own deer fox.",Flying Eye Books,https://static.wixstatic.com/media/f18b65_5863fa4ceefa4502804e337fd0a6e828~mv2.jpg,1728
HILDA AND THE TROLL,Luke Pearson,9781909263789,Children Books,50.0,1,English,,"Hilda can never sit still for long without setting off on another adventure. She can't resist exploring her enchanting world a place where trolls walk, crows speak, and mountains move. The magic and folklore of the wild, windswept North come alive in this book about an adventurous little girl and her habit of befriending anything, no matter how curious it might seem.",Flying Eye Books,https://static.wixstatic.com/media/f18b65_ec96dc0d60b342db89f4aa39cfb689b6~mv2.jpg,1729
HUG ME,Simona Ciraolo,9781911171720,Children Books,39.0,1,English,,"That's how Felipe the young cactus feels, but his family just isn't the touchy-feely kind. Cacti can be quite prickly sometimes you know... and so can Felipe. But he'll be darned if this one pointy issue will hold him back, so one day Felipe sets off on his own to find a friend and, just maybe, that long awaited hug.",Flying Eye Books,https://static.wixstatic.com/media/f18b65_eb1a390ce4524ff0b4fa8d5b12400311~mv2.jpg,1730
NIGHTLIGHTS 2: HICOTEA,Lorena Alvarez,9781910620342,Children Books,83.0,0,English,,"In this mesmerising follow-up to Nightlights, Lorena Alvarez explores our relationship with nature and animals. On a school field trip to the river, Sandy wanders away from her classmates and discovers an empty turtle shell. Peeking through the dark hole, she suddenly finds herself within a magical new dimension. Filled with sculptures, paintings and books, the turtle's shell is a museum of the natural world. But one painting is incomplete, and the turtle needs Sandy's help to finish it...",Flying Eye Books,https://static.wixstatic.com/media/f18b65_3c22ae3e6d9943649ac106d22b1d668c~mv2.jpg,1731
HILDA AND THE TIME WORM,Stephen Davies,9781912497102,Children Books,39.0,1,English,,"Based on the hit Netflix series, join Hilda and Twig for more hilarious adventures in the 4th volume of the illustrated fiction series. Join your favourite blue-haired heroine Hilda to find her cooking up adventure with the",Flying Eye Books,https://static.wixstatic.com/media/f18b65_21602f0e147c4693b51e277457f5af3d~mv2.jpg,1732
Migrants,"Watanabe, Issa",9781776573134,Children Books,66.0,1,English,,"The migrants must leave the forest. Borders are crossed, sacrifices made, loved ones are lost. It takes such courage to reach the end. At last the journey is over and the migrants arrive. This is the new place.",Gecko Press,https://static.wixstatic.com/media/f18b65_5d6a7f44dec34195b1105dcef0133e86~mv2.jpg,1733
My Mama,"van Haeringen, Annemarie",9781776572687,Children Books,44.0,1,English,,"I've known my mama for such a long time. For my whole life, actually. My mama loves playing with me and my cars. I like that, as long as mama tidies up the cars afterwards. I'm good at hiding. No one can find me, not even my mama - and then suddenly I shout, 'Peekaboo!' My mama's scared to death! I laugh and laugh. At night, my mama shakes the stars off my pants. I give her a big hug and say. 'Goodnight stars, see you tomorrow!' A naughty baby elephant tells all about his mother in this lovingly drawn story - familiar and funny for both parents and children.",Gecko Press,https://static.wixstatic.com/media/f18b65_bdad2629c97d4f159e8dfafcb28edbef~mv2.jpg,1734
DUCK  DEATH AND TULIP,Wolf Erlbruch,9781877467141,Children Books,61.0,1,English,,"In a curiously heart-warming and elegantly illustrated story, a duck strikes up an unlikely friendship with Death. Duck and Death play together and discuss big questions. Death, dressed in a dressing gown and slippers, is sympathetic and kind and will be duck's companion until the end.",Gecko Press,https://static.wixstatic.com/media/f18b65_47ef349c14d14db4abbda634cb04d6e2~mv2.jpg,1735
The Gone Book,"Close, Helena",9781912417445,Children Books,44.0,1,English,,"Matt's mam left home when he was 10. He writes letters to her but doesn't send them. He keeps them in his Gone Book, which he hides in his room. Five years of letters about his life. Five years of hurt.",Little Island,https://static.wixstatic.com/media/f18b65_1e4bf8fe8c334c77b371c720f32f44bc~mv2.png,1736
Turtle Rescue,"Marx, Jonny",9781838911768,Children Books,72.0,1,English,,"Join Flora and Fauna, the world s GREATEST explorers, as they hang up their ice picks, put down their rucksacks and enjoy a well-deserved holiday. When the sea turtles stop showing up to lay their eggs in the golden sands, however, Flora and Fauna are called into action. They must sail to the reef to investigate, but it looks like an ENORMOUS storm is brewing With flaps and paper effects throughout, who knows what WILD creatures they ll find along the way.",Little Tiger Press,https://static.wixstatic.com/media/f18b65_d062c9e5bc3c45b5ba6958e1c229e67d~mv2.jpg,1737
Wranglestone,"Charlton, Darren",9781788951210,Children Books,44.0,1,English,,SELECTED BY THE TIMES AND OBSERVER AS ONE OF THEIR BEST BOOKS OF 2020,Little Tiger Press,https://static.wixstatic.com/media/f18b65_263bc47c759345ab8f34094c349e6e61~mv2.jpg,1738
The Silver Pony,"Webb, Holly",9781788951937,Children Books,33.0,1,English,,"For the first time ever Daisy isn't looking forward to the school holidays. She's worried about her best friend Mara, who's ill in hospital. But then, walking her dog in the wood, Daisy spots a group of wild ponies quietly grazing. She is especially drawn to a young silvery-white pony and, as she spends time watching the pony, she starts to feel less alone.",Little Tiger Press,https://static.wixstatic.com/media/f18b65_3d60a8da2ef146deb83a9357df4608b6~mv2.jpg,1739
How Many Beads?,"Edwards, Nicola",9781838910235,Children Books,72.0,1,English,,"Discover the tallest thing in town, count all the conkers in the forest and see how a shark measures up to a seahorse!",Little Tiger Press,https://static.wixstatic.com/media/f18b65_b2edfd9c947f4c23bba405b5412ff0cd~mv2.jpg,1740
Along Came a Fox,"Deutsch, Georgiana",9781788816908,Children Books,39.0,0,English,,It s just the right sort of night for adventure. Silvery moon? Yep! Sparkly stars? So many! Excited fox? Meet Bramble! But   EEK!   who s that hiding by the lake?,Little Tiger Press,https://static.wixstatic.com/media/f18b65_85dcc9f75ba644a18f499a25612eb204~mv2.jpg,1741
I'm Sorry!,"Timms, Barry",9781788815895,Children Books,39.0,0,English,,Scribble and Swoop are the best of friends - until the day they have a TERRIBLE QUARREL! Which friend will be the first to say sorry? And can an apology fix their precious friendship?,Little Tiger Press,https://static.wixstatic.com/media/f18b65_f372b6a62a8c45668989c38d377cbfb4~mv2.jpg,1742
Don't Mess with Duck!,"Davies, Becky",9781788815918,Children Books,44.0,1,English,,What will Duck do when he finds the perfect pond... but someone's already in it?,Little Tiger Press,https://static.wixstatic.com/media/f18b65_12a05caeb1f04480b5c393245c09acdb~mv2.jpg,1743
Octopants,"Senior, Suzy",9781788819220,Children Books,39.0,0,English,,"There are all-in-ones for urchins and slipper-socks for eels... but will Octopus ever find a pair of pants to fit? A hilarious rhyming romp, packed with underwater underwear!",Little Tiger Press,https://static.wixstatic.com/media/f18b65_b5d1ff7669464b23944c9493704718f0~mv2.jpg,1744
Jack and the Beanstalk (My First Fairy Tales),Mara Alperin and Mark Chambers,9781848957077,Children Books,44.0,1,English,,"My First Fairytales are a magical introduction to the well-loved stories that are a key part of every childhood. With fresh and fun illustrations, these simple re-tellings of classic fairy tales make a perfect bedtime read for three to six year olds.",Little Tiger Press,https://static.wixstatic.com/media/f18b65_9abd961154ef4fb8a73e6cfa2932099a~mv2.jpg,1745
Little Tad Grows Up,Giuliano Ferri,9789888341924,Children Books,50.0,1,English,,"Little Tadpole is going through some big changes in his early life. For one thing, he s sad when he learns he is losing his tail. Instead, he s growing strange new legs that he doesn t know what to do with. The older frogs tell him to be patient, but it s hard when everything s changing around you. Then one day he finds himself face to face with a sneaky watersnake, and he learns just how useful his new legs can be. In the process, he discovers a beautiful new world outside the water. This is a funny, endearing look at what it means to grow up.",Minedition,https://static.wixstatic.com/media/f18b65_531688c81a7445ada14f3c3698ef1c92~mv2.jpg,1746
School is Coming,Dany Aubert / Catherine Leblanc,9789888342044,Children Books,66.0,0,English,,"School is right around the corner, but Martin isn't feeling very excited to begin kindergarten. His little sister, on the other hand, wishes she had a chance to pack a backpack, play ball with all her friends, and have teachers read stories to her. He's so lucky! she exclaims. Gently, Martin's mother helps him overcome his anxieties as she prepares him for what school will be like. By the time summer is over, Martin is feeling more confident than ever that school is the right place for a big kid like him.",Minedition,https://static.wixstatic.com/media/f18b65_97c81fa13b62459d98547570cb41b340~mv2.jpg,1747
J. MORRIS BK OF NURSERY RHYMES,Jackie Morris,9781913074050,Children Books,83.0,0,English,,"A wonderfully illustrated and sumptuous collection of nursery rhymes for all ages, including many favourite rhymes as well as some that will be a delightful discovery. Originally published as The Cat and the Fiddle in 2011, this edition includes a new introduction by Jackie Morris - a spirited defence of the nursery rhyme, which she fears is in danger of being forgotten in a digital world.",Otter Barry Books,https://static.wixstatic.com/media/f18b65_f0b09de944544995be55a0b85038646e~mv2.jpg,1748
First 100 French Words Around the World,Yoyo,9789463995535,Children Books,44.0,1,English,,"A wonderfully illustrated and sumptuous collection of nursery rhymes for all ages, including many favourite rhymes as well as some that will be a delightful discovery. Originally published as The Cat and the Fiddle in 2011, this edition includes a new introduction by Jackie Morris - a spirited defence of the nursery rhyme, which she fears is in danger of being forgotten in a digital world.",Yoyo Books,https://static.wixstatic.com/media/f18b65_8ee14389eb3443789b8a2268f6ccf05a~mv2.jpg,1749
5 MINUTE REALLY TRUE STORIES FOR BEDTIME,Britannica Group,9781912920648,Children Books,72.0,1,English,,"Why do we sleep? Do animals dream? Where is the oldest bed in the world? In this compendium of 5-minute true stories, you will travel to Ancient Egypt to explore the five beds of Tutankhamun, jet off into space to see how astronauts get ready for bed, and plunge underwater to learn how hibernating turtles breathe through their bottoms. With up-to-the-minute, expert information and stunning illustrations, this book is the ultimate brainy bedtime companion for young children.",WHAT ON EARTH PUBLISHING / BRITANNICA,https://static.wixstatic.com/media/f18b65_58c2c1f7df7a413c98a8416085851126~mv2.jpg,1750
AMAZING ISLANDS,WEISS/HYNDMAN,9781912920150,Children Books,83.0,0,English,,"From islands that have been taken over by animals to disappearing islands, islands made of shells, artificial islands, and even islands that were once prison colonies, Amazing Islands is a whirlwind tour of some of the smallest land masses in the world.",WHAT ON EARTH PUBLISHING,https://static.wixstatic.com/media/f18b65_f3d04c647a8e400b92d26b1ec76d4bac~mv2.jpg,1751
AMAZING TEASURES,"LONG, D / MUTI, S",9781912920495,Children Books,83.0,1,English,,"A central gatefold offers a world map revealing the locations of all the treasures included in the book, while Blue Peter award-winning author David Long also addresses contemporary topics such as our threatened natural wonders and the ownership of cultural treasures.",WHAT ON EARTH PUBLISHING,https://static.wixstatic.com/media/f18b65_dd4717c08cd8471b9833f9cace4db813~mv2.jpg,1752
EVERY SECOND,"GIBERT, B",9781912920297,Children Books,72.0,1,English,,"Every second, somewhere across the globe, an aeroplane takes off and another one lands. Two people die, and four babies enter the world. 15,000 plastic bottles are produced and 1,600 are recycled. 8,000 scoops of ice cream are eaten, 200,000 text messages are sent. This book of remarkable facts, lushly illustrated with memorable infographics, reveals the incredible things that happen each and every second in our world.",WHAT ON EARTH PUBLISHING,https://static.wixstatic.com/media/f18b65_f78a147ab2f04b958f1cd4b03c9a51e5~mv2.jpg,1753
LITERALLY,SKIPWORTH/STEVE,9781912920174,Children Books,66.0,0,English,,Did you know that English words come from all over the world and that their meanings have changed along their journey? Our word 'zero' comes from the Arabic word for empty space. 'Companion' is from the Latin for with bread.,WHAT ON EARTH PUBLISHING,https://static.wixstatic.com/media/f18b65_286351290a6f4725a2302befc174c69a~mv2.jpg,1754
MUSIC A FOLD-OUT GRAPHIC HISTORY,O'NEILL/HAYES,9781999967932,Children Books,83.0,0,English,,"Learn about how different genres started - including classical, folk, jazz, gospel, rock 'n' roll, country, punk, grunge and pop. Discover the stories of maestros including Beethoven, Wei Liangfu, Django Reinhardt, The Beatles, Joni Mitchell, David Bowie, Maria Callas, Nina Simone, Louis Armstrong and Beyonce. Marvel at the orchestra with a huge illustration set in the Royal Albert Hall, and find out about ancient instruments from all over the world. Experience amazing musical moments from the first ever saxophone and early sound recording to the invention of the record and artificial intelligence. All this and more features in this richly illustrated timeline of music from 60,000 years ago to the present day.",WHAT ON EARTH PUBLISHING,https://static.wixstatic.com/media/f18b65_e5c12e32d95b4ff197b13fbccc6548c8~mv2.jpg,1755
